Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
Era una colonia abandonada.,Era una colonia de hormigas.,colonia,False,0.18456047773361206,4,7,8,1,109850880
Era una colonia rebelde.,Era una colonia bacteriana.,colonia,False,0.10303574800491333,4,7,8,1,109850880
Era una colonia rebelde.,Era una colonia de hormigas.,colonia,False,0.16137969493865967,4,7,8,1,109850880
Era una colonia bacteriana.,Era una colonia de hormigas.,colonia,True,0.08236050605773926,4,8,8,0,109850880
Era una columna de mármol.,Era una columna decorativa.,columna,True,0.06068688631057739,4,8,8,0,109850880
Era una columna de mármol.,Era una columna vertebral.,columna,False,0.23171913623809814,4,8,8,0,109850880
Era una columna de mármol.,Era una columna encorvada.,columna,False,0.13062995672225952,4,8,9,1,109850880
Era una columna decorativa.,Era una columna vertebral.,columna,False,0.20917266607284546,4,8,8,0,109850880
Era una columna decorativa.,Era una columna encorvada.,columna,False,0.11020272970199585,4,8,9,1,109850880
Era una columna vertebral.,Era una columna encorvada.,columna,True,0.11615145206451416,4,8,9,1,109850880
Le gustó la compañía de inversiones.,Le gustó la compañía financiera.,compañía,True,0.05817103385925293,4,9,8,1,109850880
Le gustó la compañía de inversiones.,Le gustó la compañía teatral.,compañía,False,0.2008897066116333,4,9,8,1,109850880
Le gustó la compañía de inversiones.,Le gustó la compañía de actores.,compañía,False,0.14330095052719116,4,9,9,0,109850880
Le gustó la compañía financiera.,Le gustó la compañía teatral.,compañía,False,0.208340585231781,4,8,8,0,109850880
Le gustó la compañía financiera.,Le gustó la compañía de actores.,compañía,False,0.1955646276473999,4,8,9,1,109850880
Le gustó la compañía teatral.,Le gustó la compañía de actores.,compañía,True,0.08729279041290283,4,8,9,1,109850880
Él navegaba con el compás.,Él observaba el compás.,compás,True,0.031454622745513916,4,11,10,1,109850880
Él navegaba con el compás.,Él bailaba al compás.,compás,False,0.06311357021331787,4,11,10,1,109850880
Él navegaba con el compás.,Él cantaba al compás.,compás,False,0.06472057104110718,4,11,10,1,109850880
Él observaba el compás.,Él bailaba al compás.,compás,False,0.06596940755844116,4,10,10,0,109850880
Él observaba el compás.,Él cantaba al compás.,compás,False,0.059241652488708496,4,10,10,0,109850880
Él bailaba al compás.,Él cantaba al compás.,compás,True,0.01812911033630371,4,10,10,0,109850880
Él vio la copa mundial.,Él vio la copa deportiva.,copa,True,0.14635509252548218,4,9,9,0,109850880
Él vio la copa mundial.,Él vio la copa llena.,copa,False,0.3718326687812805,4,9,9,0,109850880
Él vio la copa mundial.,Él vio la copa vacía.,copa,False,0.39816027879714966,4,9,9,0,109850880
Él vio la copa mundial.,Él vio la copa de cristal.,copa,False,0.4519774317741394,4,9,10,1,109850880
Él vio la copa deportiva.,Él vio la copa llena.,copa,False,0.23554909229278564,4,9,9,0,109850880
Él vio la copa deportiva.,Él vio la copa vacía.,copa,False,0.25907081365585327,4,9,9,0,109850880
Él vio la copa deportiva.,Él vio la copa de cristal.,copa,False,0.30182045698165894,4,9,10,1,109850880
Él vio la copa llena.,Él vio la copa vacía.,copa,True,0.023476779460906982,4,9,9,0,109850880
Él vio la copa llena.,Él vio la copa de cristal.,copa,True,0.11124634742736816,4,9,10,1,109850880
Él vio la copa vacía.,Él vio la copa de cristal.,copa,True,0.12112832069396973,4,9,10,1,109850880
Tenía el corazón partido.,Tenía el corazón angustiado.,corazón,True,0.10536426305770874,4,7,8,1,109850880
Tenía el corazón partido.,Tenía el corazón operado.,corazón,False,0.1909690499305725,4,7,8,1,109850880
Tenía el corazón partido.,Tenía el corazón inflamado.,corazón,False,0.18125104904174805,4,7,8,1,109850880
Tenía el corazón angustiado.,Tenía el corazón operado.,corazón,False,0.22080141305923462,4,8,8,0,109850880
Tenía el corazón angustiado.,Tenía el corazón inflamado.,corazón,False,0.16374540328979492,4,8,8,0,109850880
Tenía el corazón operado.,Tenía el corazón inflamado.,corazón,True,0.07215511798858643,4,8,8,0,109850880
Se trataba de un cordón sedoso.,Se trataba de un cordón de lona.,cordón,True,0.09615200757980347,4,10,11,1,109850880
Se trataba de un cordón sedoso.,Se trataba de un cordón umbilical.,cordón,False,0.14647293090820312,4,10,11,1,109850880
Se trataba de un cordón sedoso.,Se trataba de un cordón biológico.,cordón,False,0.10710018873214722,4,10,9,1,109850880
Se trataba de un cordón sedoso.,Se trataba de un cordón eléctrico.,cordón,False,0.09664547443389893,4,10,9,1,109850880
Se trataba de un cordón sedoso.,Se trataba de un cordón inalámbrico.,cordón,False,0.09090316295623779,4,10,11,1,109850880
Se trataba de un cordón de lona.,Se trataba de un cordón umbilical.,cordón,False,0.20039963722229004,4,11,11,0,109850880
Se trataba de un cordón de lona.,Se trataba de un cordón biológico.,cordón,False,0.1583116054534912,4,11,9,2,109850880
Se trataba de un cordón de lona.,Se trataba de un cordón eléctrico.,cordón,False,0.10182958841323853,4,11,9,2,109850880
Se trataba de un cordón de lona.,Se trataba de un cordón inalámbrico.,cordón,False,0.11783915758132935,4,11,11,0,109850880
Se trataba de un cordón umbilical.,Se trataba de un cordón biológico.,cordón,True,0.11302369832992554,4,11,9,2,109850880
Se trataba de un cordón umbilical.,Se trataba de un cordón eléctrico.,cordón,False,0.15702420473098755,4,11,9,2,109850880
Se trataba de un cordón umbilical.,Se trataba de un cordón inalámbrico.,cordón,False,0.1646667718887329,4,11,11,0,109850880
Se trataba de un cordón biológico.,Se trataba de un cordón eléctrico.,cordón,False,0.07426035404205322,4,9,9,0,109850880
Se trataba de un cordón biológico.,Se trataba de un cordón inalámbrico.,cordón,False,0.09068918228149414,4,9,11,2,109850880
Se trataba de un cordón eléctrico.,Se trataba de un cordón inalámbrico.,cordón,True,0.05156874656677246,4,9,11,2,109850880
Le gustó la corte noble.,Le gustó la corte real.,corte,True,0.054588496685028076,4,8,8,0,109850880
Le gustó la corte noble.,Le gustó la corte suprema.,corte,False,0.17223972082138062,4,8,8,0,109850880
Le gustó la corte noble.,Le gustó la corte judicial.,corte,False,0.2982884645462036,4,8,8,0,109850880
Le gustó la corte noble.,Le gustó el corte de pelo.,corte,False,0.4527483582496643,4,8,9,1,109850880
Le gustó la corte noble.,Le gustó el corte asimétrico.,corte,False,0.39045196771621704,4,8,10,2,109850880
Le gustó la corte real.,Le gustó la corte suprema.,corte,False,0.14212095737457275,4,8,8,0,109850880
Le gustó la corte real.,Le gustó la corte judicial.,corte,False,0.2766590714454651,4,8,8,0,109850880
Le gustó la corte real.,Le gustó el corte de pelo.,corte,False,0.4636673331260681,4,8,9,1,109850880
Le gustó la corte real.,Le gustó el corte asimétrico.,corte,False,0.40109652280807495,4,8,10,2,109850880
Le gustó la corte suprema.,Le gustó la corte judicial.,corte,True,0.14479726552963257,4,8,8,0,109850880
Le gustó la corte suprema.,Le gustó el corte de pelo.,corte,False,0.4652988910675049,4,8,9,1,109850880
Le gustó la corte suprema.,Le gustó el corte asimétrico.,corte,False,0.3677815794944763,4,8,10,2,109850880
Le gustó la corte judicial.,Le gustó el corte de pelo.,corte,False,0.4639069437980652,4,8,9,1,109850880
Le gustó la corte judicial.,Le gustó el corte asimétrico.,corte,False,0.3674106001853943,4,8,10,2,109850880
Le gustó el corte de pelo.,Le gustó el corte asimétrico.,corte,True,0.242561936378479,4,9,10,1,109850880
Estaba en la corteza terrestre.,Estaba en la corteza geológica.,corteza,True,0.06636863946914673,4,8,9,1,109850880
Estaba en la corteza terrestre.,Estaba en la corteza del árbol.,corteza,False,0.2621026635169983,4,8,9,1,109850880
Estaba en la corteza terrestre.,Estaba en la corteza del roble.,corteza,False,0.311109721660614,4,8,9,1,109850880
Estaba en la corteza terrestre.,Estaba en la corteza cerebral.,corteza,False,0.24845415353775024,4,8,8,0,109850880
Estaba en la corteza terrestre.,Estaba en la corteza prefrontal.,corteza,False,0.21659040451049805,4,8,10,2,109850880
Estaba en la corteza terrestre.,Estaba en la corteza comestible.,corteza,False,0.3095054030418396,4,8,9,1,109850880
Estaba en la corteza terrestre.,Estaba en la corteza crocante.,corteza,False,0.3112981915473938,4,8,9,1,109850880
Estaba en la corteza geológica.,Estaba en la corteza del árbol.,corteza,False,0.21200162172317505,4,9,9,0,109850880
Estaba en la corteza geológica.,Estaba en la corteza del roble.,corteza,False,0.2453894019126892,4,9,9,0,109850880
Estaba en la corteza geológica.,Estaba en la corteza cerebral.,corteza,False,0.2625082731246948,4,9,8,1,109850880
Estaba en la corteza geológica.,Estaba en la corteza prefrontal.,corteza,False,0.20928549766540527,4,9,10,1,109850880
Estaba en la corteza geológica.,Estaba en la corteza comestible.,corteza,False,0.26703083515167236,4,9,9,0,109850880
Estaba en la corteza geológica.,Estaba en la corteza crocante.,corteza,False,0.27398502826690674,4,9,9,0,109850880
Estaba en la corteza del árbol.,Estaba en la corteza del roble.,corteza,True,0.046871960163116455,4,9,9,0,109850880
Estaba en la corteza del árbol.,Estaba en la corteza cerebral.,corteza,False,0.32787007093429565,4,9,8,1,109850880
Estaba en la corteza del árbol.,Estaba en la corteza prefrontal.,corteza,False,0.2925415635108948,4,9,10,1,109850880
Estaba en la corteza del árbol.,Estaba en la corteza comestible.,corteza,False,0.13337165117263794,4,9,9,0,109850880
Estaba en la corteza del árbol.,Estaba en la corteza crocante.,corteza,False,0.16723406314849854,4,9,9,0,109850880
Estaba en la corteza del roble.,Estaba en la corteza cerebral.,corteza,False,0.38502341508865356,4,9,8,1,109850880
Estaba en la corteza del roble.,Estaba en la corteza prefrontal.,corteza,False,0.3244755268096924,4,9,10,1,109850880
Estaba en la corteza del roble.,Estaba en la corteza comestible.,corteza,False,0.12138789892196655,4,9,9,0,109850880
Estaba en la corteza del roble.,Estaba en la corteza crocante.,corteza,False,0.1533072590827942,4,9,9,0,109850880
Estaba en la corteza cerebral.,Estaba en la corteza prefrontal.,corteza,True,0.10116845369338989,4,8,10,2,109850880
Estaba en la corteza cerebral.,Estaba en la corteza comestible.,corteza,False,0.3306858539581299,4,8,9,1,109850880
Estaba en la corteza cerebral.,Estaba en la corteza crocante.,corteza,False,0.3054717779159546,4,8,9,1,109850880
Estaba en la corteza prefrontal.,Estaba en la corteza comestible.,corteza,False,0.28145402669906616,4,10,9,1,109850880
Estaba en la corteza prefrontal.,Estaba en la corteza crocante.,corteza,False,0.25063443183898926,4,10,9,1,109850880
Estaba en la corteza comestible.,Estaba en la corteza crocante.,corteza,True,0.04515707492828369,4,9,9,0,109850880
No le gustó el cuadro clíninco.,No le gustó el cuadro de síntomas.,cuadro,True,0.244695782661438,4,11,10,1,109850880
No le gustó el cuadro clíninco.,No le gustó el cuadro diagnóstico.,cuadro,True,0.20264190435409546,4,11,9,2,109850880
No le gustó el cuadro clíninco.,No le gustó el cuadro pintoresco.,cuadro,False,0.10416543483734131,4,11,10,1,109850880
No le gustó el cuadro clíninco.,No le gustó el cuadro antiguo.,cuadro,False,0.09402859210968018,4,11,9,2,109850880
No le gustó el cuadro clíninco.,No le gustó el cuadro barroco.,cuadro,False,0.09113466739654541,4,11,9,2,109850880
No le gustó el cuadro de síntomas.,No le gustó el cuadro diagnóstico.,cuadro,True,0.07706940174102783,4,10,9,1,109850880
No le gustó el cuadro de síntomas.,No le gustó el cuadro pintoresco.,cuadro,False,0.3197082281112671,4,10,10,0,109850880
No le gustó el cuadro de síntomas.,No le gustó el cuadro antiguo.,cuadro,False,0.3175598382949829,4,10,9,1,109850880
No le gustó el cuadro de síntomas.,No le gustó el cuadro barroco.,cuadro,False,0.3224034905433655,4,10,9,1,109850880
No le gustó el cuadro diagnóstico.,No le gustó el cuadro pintoresco.,cuadro,False,0.2921828031539917,4,9,10,1,109850880
No le gustó el cuadro diagnóstico.,No le gustó el cuadro antiguo.,cuadro,False,0.28889381885528564,4,9,9,0,109850880
No le gustó el cuadro diagnóstico.,No le gustó el cuadro barroco.,cuadro,False,0.2977878451347351,4,9,9,0,109850880
No le gustó el cuadro pintoresco.,No le gustó el cuadro antiguo.,cuadro,True,0.05535012483596802,4,10,9,1,109850880
No le gustó el cuadro pintoresco.,No le gustó el cuadro barroco.,cuadro,True,0.042097628116607666,4,10,9,1,109850880
No le gustó el cuadro antiguo.,No le gustó el cuadro barroco.,cuadro,True,0.031092345714569092,4,9,9,0,109850880
Le gustó el cubo geométrico.,Le gustó el cubo tridimensional.,cubo,True,0.049630820751190186,4,9,9,0,109850880
Le gustó el cubo geométrico.,Le gustó el cubo plástico.,cubo,False,0.1266654133796692,4,9,8,1,109850880
Le gustó el cubo geométrico.,Le gustó el cubo de madera.,cubo,False,0.12319612503051758,4,9,9,0,109850880
Le gustó el cubo tridimensional.,Le gustó el cubo plástico.,cubo,False,0.12650710344314575,4,9,8,1,109850880
Le gustó el cubo tridimensional.,Le gustó el cubo de madera.,cubo,False,0.1414232850074768,4,9,9,0,109850880
Le gustó el cubo plástico.,Le gustó el cubo de madera.,cubo,True,0.06049191951751709,4,8,9,1,109850880
Tenía cuerdas fibrosas.,Tenía cuerdas sintéticas.,cuerdas,True,0.1022188663482666,4,8,6,2,109850880
Tenía cuerdas fibrosas.,Tenía cuerdas de terreno.,cuerdas,False,0.15093976259231567,4,8,7,1,109850880
Tenía cuerdas fibrosas.,Tenía cuerdas forestadas.,cuerdas,False,0.14278846979141235,4,8,7,1,109850880
Tenía cuerdas fibrosas.,Tenía cuerdas vocales.,cuerdas,False,0.15517795085906982,4,8,6,2,109850880
Tenía cuerdas fibrosas.,Tenía cuerdas inflamadas.,cuerdas,False,0.03976559638977051,4,8,7,1,109850880
Tenía cuerdas sintéticas.,Tenía cuerdas de terreno.,cuerdas,False,0.16900163888931274,4,6,7,1,109850880
Tenía cuerdas sintéticas.,Tenía cuerdas forestadas.,cuerdas,False,0.1433836817741394,4,6,7,1,109850880
Tenía cuerdas sintéticas.,Tenía cuerdas vocales.,cuerdas,False,0.17757070064544678,4,6,6,0,109850880
Tenía cuerdas sintéticas.,Tenía cuerdas inflamadas.,cuerdas,False,0.12842053174972534,4,6,7,1,109850880
Tenía cuerdas de terreno.,Tenía cuerdas forestadas.,cuerdas,True,0.09217160940170288,4,7,7,0,109850880
Tenía cuerdas de terreno.,Tenía cuerdas vocales.,cuerdas,False,0.296281635761261,4,7,6,1,109850880
Tenía cuerdas de terreno.,Tenía cuerdas inflamadas.,cuerdas,False,0.151178777217865,4,7,7,0,109850880
Tenía cuerdas forestadas.,Tenía cuerdas vocales.,cuerdas,False,0.2623482346534729,4,7,6,1,109850880
Tenía cuerdas forestadas.,Tenía cuerdas inflamadas.,cuerdas,False,0.149971604347229,4,7,7,0,109850880
Tenía cuerdas vocales.,Tenía cuerdas inflamadas.,cuerdas,True,0.15832263231277466,4,6,7,1,109850880
Era un cura compasivo.,Era un cura sabio.,cura,True,0.06035500764846802,4,8,7,1,109850880
Era un cura compasivo.,Era una cura efectiva.,cura,False,0.1296403408050537,4,8,7,1,109850880
Era un cura compasivo.,Era una cura potente.,cura,False,0.12040179967880249,4,8,7,1,109850880
Era un cura sabio.,Era una cura efectiva.,cura,False,0.20343780517578125,4,7,7,0,109850880
Era un cura sabio.,Era una cura potente.,cura,False,0.1784546971321106,4,7,7,0,109850880
Era una cura efectiva.,Era una cura potente.,cura,True,0.040104448795318604,4,7,7,0,109850880
Se trataba de la cámara senatorial.,Se trataba de la cámara gubernamental.,cámara,True,0.11944210529327393,4,10,9,1,109850880
Se trataba de la cámara senatorial.,Se trataba de la cámara profesional.,cámara,False,0.2558583617210388,4,10,9,1,109850880
Se trataba de la cámara senatorial.,Se trataba de la cámara digital.,cámara,False,0.4005863666534424,4,10,9,1,109850880
Se trataba de la cámara senatorial.,Se trataba de la cámara remodelada.,cámara,False,0.2763652205467224,4,10,10,0,109850880
Se trataba de la cámara senatorial.,Se trataba de la cámara principal.,cámara,False,0.30589789152145386,4,10,9,1,109850880
Se trataba de la cámara gubernamental.,Se trataba de la cámara profesional.,cámara,False,0.15563148260116577,4,9,9,0,109850880
Se trataba de la cámara gubernamental.,Se trataba de la cámara digital.,cámara,False,0.2897735834121704,4,9,9,0,109850880
Se trataba de la cámara gubernamental.,Se trataba de la cámara remodelada.,cámara,False,0.21595650911331177,4,9,10,1,109850880
Se trataba de la cámara gubernamental.,Se trataba de la cámara principal.,cámara,False,0.23420566320419312,4,9,9,0,109850880
Se trataba de la cámara profesional.,Se trataba de la cámara digital.,cámara,True,0.18276941776275635,4,9,9,0,109850880
Se trataba de la cámara profesional.,Se trataba de la cámara remodelada.,cámara,False,0.17444723844528198,4,9,10,1,109850880
Se trataba de la cámara profesional.,Se trataba de la cámara principal.,cámara,False,0.2036229372024536,4,9,9,0,109850880
Se trataba de la cámara digital.,Se trataba de la cámara remodelada.,cámara,False,0.24432212114334106,4,9,10,1,109850880
Se trataba de la cámara digital.,Se trataba de la cámara principal.,cámara,False,0.22216755151748657,4,9,9,0,109850880
Se trataba de la cámara remodelada.,Se trataba de la cámara principal.,cámara,True,0.10528630018234253,4,10,9,1,109850880
Era un código de ética.,Era un código de conducta.,código,True,0.04862314462661743,4,8,8,0,109850880
Era un código de ética.,Era un código númerico.,código,False,0.30722832679748535,4,8,9,1,109850880
Era un código de ética.,Era un código programático.,código,False,0.17919033765792847,4,8,8,0,109850880
Era un código de conducta.,Era un código númerico.,código,False,0.31783634424209595,4,8,9,1,109850880
Era un código de conducta.,Era un código programático.,código,False,0.19495832920074463,4,8,8,0,109850880
Era un código númerico.,Era un código programático.,código,True,0.1925681233406067,4,9,8,1,109850880
Se trataba de una depresión geológica.,Se trataba de una depresión terrestre.,depresión,True,0.04320061206817627,4,10,9,1,109850880
Se trataba de una depresión geológica.,Se trataba de una depresión mental.,depresión,False,0.3105396628379822,4,10,9,1,109850880
Se trataba de una depresión geológica.,Se trataba de una depresión psicológica.,depresión,False,0.30209219455718994,4,10,9,1,109850880
Se trataba de una depresión terrestre.,Se trataba de una depresión mental.,depresión,False,0.3042713403701782,4,9,9,0,109850880
Se trataba de una depresión terrestre.,Se trataba de una depresión psicológica.,depresión,False,0.30116909742355347,4,9,9,0,109850880
Se trataba de una depresión mental.,Se trataba de una depresión psicológica.,depresión,True,0.011433959007263184,4,9,9,0,109850880
Le preocupaba su estado mental.,Le preocupaba su estado psicológico.,estado,True,0.033808887004852295,4,8,8,0,109850880
Le preocupaba su estado mental.,Le preocupaba su estado sureño.,estado,False,0.2441009283065796,4,8,9,1,109850880
Le preocupaba su estado mental.,Le preocupaba su estado natal.,estado,False,0.11438381671905518,4,8,8,0,109850880
Le preocupaba su estado psicológico.,Le preocupaba su estado sureño.,estado,False,0.24795514345169067,4,8,9,1,109850880
Le preocupaba su estado psicológico.,Le preocupaba su estado natal.,estado,False,0.1162261962890625,4,8,8,0,109850880
Le preocupaba su estado sureño.,Le preocupaba su estado natal.,estado,True,0.11269533634185791,4,9,8,1,109850880
Carecía fibra moral.,Carecía fibra nutritiva.,fibra,False,0.2235623002052307,4,7,8,1,109850880
Carecía fibra moral.,Carecía fibra dietética.,fibra,False,0.22571903467178345,4,7,9,2,109850880
Carecía fibra moral.,Carecía fibra muscular.,fibra,False,0.19773834943771362,4,7,7,0,109850880
Carecía fibra moral.,Carecía fibra óptica.,fibra,False,0.3329637050628662,4,7,7,0,109850880
Carecía fibra nutritiva.,Carecía fibra dietética.,fibra,True,0.11267471313476562,4,8,9,1,109850880
Carecía fibra nutritiva.,Carecía fibra muscular.,fibra,False,0.12581783533096313,4,8,7,1,109850880
Carecía fibra nutritiva.,Carecía fibra óptica.,fibra,False,0.29448097944259644,4,8,7,1,109850880
Carecía fibra dietética.,Carecía fibra muscular.,fibra,False,0.1416887640953064,4,9,7,2,109850880
Carecía fibra dietética.,Carecía fibra óptica.,fibra,False,0.20040971040725708,4,9,7,2,109850880
Carecía fibra muscular.,Carecía fibra óptica.,fibra,False,0.2704842686653137,4,7,7,0,109850880
Era una firma caligráfica.,Era una firma indescifrable.,firma,True,0.0985795259475708,4,8,11,3,109850880
Era una firma caligráfica.,Era una firma emprendedora.,firma,False,0.16991490125656128,4,8,9,1,109850880
Era una firma caligráfica.,Era una firma acreditada.,firma,False,0.10697019100189209,4,8,8,0,109850880
Era una firma indescifrable.,Era una firma emprendedora.,firma,False,0.1834508776664734,4,11,9,2,109850880
Era una firma indescifrable.,Era una firma acreditada.,firma,False,0.09967702627182007,4,11,8,3,109850880
Era una firma emprendedora.,Era una firma acreditada.,firma,True,0.1936851143836975,4,9,8,1,109850880
Estaba en el fondo gubernamental.,Estaba en el fondo presupuestario.,fondo,True,0.1358327865600586,4,8,8,0,109850880
Estaba en el fondo gubernamental.,Estaba en el fondo marino.,fondo,False,0.33739691972732544,4,8,8,0,109850880
Estaba en el fondo gubernamental.,Estaba en el fondo del cuarto.,fondo,False,0.2505715489387512,4,8,9,1,109850880
Estaba en el fondo presupuestario.,Estaba en el fondo marino.,fondo,False,0.38149744272232056,4,8,8,0,109850880
Estaba en el fondo presupuestario.,Estaba en el fondo del cuarto.,fondo,False,0.30412739515304565,4,8,9,1,109850880
Estaba en el fondo marino.,Estaba en el fondo del cuarto.,fondo,True,0.27357739210128784,4,8,9,1,109850880
Fue una fortuna heredada.,Fue una fortuna financiera.,fortuna,True,0.06521302461624146,4,8,7,1,109850880
Fue una fortuna heredada.,Fue una fortuna imprevista.,fortuna,False,0.09016799926757812,4,8,8,0,109850880
Fue una fortuna heredada.,Fue una fortuna inesperada.,fortuna,False,0.08268964290618896,4,8,8,0,109850880
Fue una fortuna financiera.,Fue una fortuna imprevista.,fortuna,False,0.06795608997344971,4,7,8,1,109850880
Fue una fortuna financiera.,Fue una fortuna inesperada.,fortuna,False,0.07529574632644653,4,7,8,1,109850880
Fue una fortuna imprevista.,Fue una fortuna inesperada.,fortuna,True,0.02525162696838379,4,8,8,0,109850880
Le gustó la frase musical.,Le gustó la frase melódica.,frase,True,0.03121083974838257,4,8,10,2,109850880
Le gustó la frase musical.,Le gustó la frase poética.,frase,False,0.03180915117263794,4,8,9,1,109850880
Le gustó la frase musical.,Le gustó la frase lírica.,frase,False,0.035291314125061035,4,8,9,1,109850880
Le gustó la frase melódica.,Le gustó la frase poética.,frase,False,0.023121535778045654,4,10,9,1,109850880
Le gustó la frase melódica.,Le gustó la frase lírica.,frase,False,0.019846558570861816,4,10,9,1,109850880
Le gustó la frase poética.,Le gustó la frase lírica.,frase,True,0.019579946994781494,4,9,9,0,109850880
Era un frente frío.,Era un frente lluvioso.,frente,True,0.05170154571533203,4,7,8,1,109850880
Era un frente frío.,Era una frente amplia.,frente,False,0.13111525774002075,4,7,7,0,109850880
Era un frente frío.,Era una frente arrugada.,frente,False,0.180081307888031,4,7,8,1,109850880
Era un frente lluvioso.,Era una frente amplia.,frente,False,0.12856632471084595,4,8,7,1,109850880
Era un frente lluvioso.,Era una frente arrugada.,frente,False,0.2170765995979309,4,8,8,0,109850880
Era una frente amplia.,Era una frente arrugada.,frente,True,0.1607312560081482,4,7,8,1,109850880
Era una función biológica.,Era una función social.,función,True,0.08143472671508789,4,7,7,0,109850880
Era una función biológica.,Era una función lineal.,función,False,0.13263440132141113,4,7,7,0,109850880
Era una función biológica.,Era una función matemática.,función,False,0.15794718265533447,4,7,7,0,109850880
Era una función social.,Era una función lineal.,función,False,0.1806076169013977,4,7,7,0,109850880
Era una función social.,Era una función matemática.,función,False,0.20215028524398804,4,7,7,0,109850880
Era una función lineal.,Era una función matemática.,función,True,0.042543649673461914,4,7,7,0,109850880
Compró el gato para el niño.,Compró el gato peludo.,gato,True,0.08895277976989746,4,10,9,1,109850880
Compró el gato para el niño.,Compró el gato para el auto.,gato,False,0.02533179521560669,4,10,10,0,109850880
Compró el gato para el niño.,Compró el gato hidraúlico.,gato,False,0.08061569929122925,4,10,10,0,109850880
Compró el gato peludo.,Compró el gato para el auto.,gato,False,0.09729164838790894,4,9,10,1,109850880
Compró el gato peludo.,Compró el gato hidraúlico.,gato,False,0.06345570087432861,4,9,10,1,109850880
Compró el gato para el auto.,Compró el gato hidraúlico.,gato,True,0.07798659801483154,4,10,10,0,109850880
Llamó al guardia de seguridad.,Llamó al guardia de noche.,guardia,True,0.09063947200775146,4,8,8,0,109850880
Llamó al guardia de seguridad.,Llamó a la guardia nacional.,guardia,False,0.3246167302131653,4,8,8,0,109850880
Llamó al guardia de seguridad.,Llamó a la guardia costanera.,guardia,False,0.19887375831604004,4,8,10,2,109850880
Llamó al guardia de noche.,Llamó a la guardia nacional.,guardia,False,0.35024309158325195,4,8,8,0,109850880
Llamó al guardia de noche.,Llamó a la guardia costanera.,guardia,False,0.15193641185760498,4,8,10,2,109850880
Llamó a la guardia nacional.,Llamó a la guardia costanera.,guardia,True,0.25546514987945557,4,8,10,2,109850880
Era una guía turística.,Era una guía viajera.,guía,True,0.09065765142440796,4,7,8,1,109850880
Era una guía turística.,Era una guía digital.,guía,False,0.16607797145843506,4,7,7,0,109850880
Era una guía turística.,Era una guía televisiva.,guía,False,0.09966081380844116,4,7,7,0,109850880
Era una guía viajera.,Era una guía digital.,guía,False,0.16989290714263916,4,8,7,1,109850880
Era una guía viajera.,Era una guía televisiva.,guía,False,0.12416452169418335,4,8,7,1,109850880
Era una guía digital.,Era una guía televisiva.,guía,True,0.09817647933959961,4,7,7,0,109850880
Era una hoja de cálculo.,Era una hoja de papel.,hoja,True,0.15602904558181763,4,8,8,0,109850880
Era una hoja de cálculo.,Era una hoja de árbol.,hoja,False,0.2791181802749634,4,8,8,0,109850880
Era una hoja de cálculo.,Era una hoja verdosa.,hoja,False,0.2615694999694824,4,8,8,0,109850880
Era una hoja de papel.,Era una hoja de árbol.,hoja,False,0.20696675777435303,4,8,8,0,109850880
Era una hoja de papel.,Era una hoja verdosa.,hoja,False,0.172346293926239,4,8,8,0,109850880
Era una hoja de árbol.,Era una hoja verdosa.,hoja,True,0.1100609302520752,4,8,8,0,109850880
Era un hábito irritante.,Era un hábito rutinario.,hábito,True,0.04764425754547119,4,8,8,0,109850880
Era un hábito irritante.,Era un hábito de monje.,hábito,False,0.27567625045776367,4,8,8,0,109850880
Era un hábito irritante.,Era un hábito de lona.,hábito,False,0.12857168912887573,4,8,9,1,109850880
Era un hábito rutinario.,Era un hábito de monje.,hábito,False,0.24935382604599,4,8,8,0,109850880
Era un hábito rutinario.,Era un hábito de lona.,hábito,False,0.10206526517868042,4,8,9,1,109850880
Era un hábito de monje.,Era un hábito de lona.,hábito,True,0.14376336336135864,4,8,9,1,109850880
Le gusta la lengua castellana.,Le gusta la lengua española.,lengua,True,0.03289848566055298,4,9,8,1,109850880
Le gusta la lengua castellana.,Le gusta la lengua cocida.,lengua,False,0.22907668352127075,4,9,9,0,109850880
Le gusta la lengua castellana.,Le gusta la lengua marinada.,lengua,False,0.19183802604675293,4,9,9,0,109850880
Le gusta la lengua española.,Le gusta la lengua cocida.,lengua,False,0.23424237966537476,4,8,9,1,109850880
Le gusta la lengua española.,Le gusta la lengua marinada.,lengua,False,0.18454289436340332,4,8,9,1,109850880
Le gusta la lengua cocida.,Le gusta la lengua marinada.,lengua,True,0.06596261262893677,4,9,9,0,109850880
Era una llama ardiente.,Era una llama brillante.,llama,True,0.0447155237197876,4,7,7,0,109850880
Era una llama ardiente.,Era una llama peruana.,llama,False,0.1185835599899292,4,7,7,0,109850880
Era una llama ardiente.,Era una llama lanuda.,llama,False,0.08805328607559204,4,7,8,1,109850880
Era una llama brillante.,Era una llama peruana.,llama,False,0.10779935121536255,4,7,7,0,109850880
Era una llama brillante.,Era una llama lanuda.,llama,False,0.06561434268951416,4,7,8,1,109850880
Era una llama peruana.,Era una llama lanuda.,llama,True,0.06252425909042358,4,7,8,1,109850880
Tenía una mano de hierro.,Tenía una mano dura.,mano,True,0.16520804166793823,4,8,7,1,109850880
