"","List","Word","Same_sense","Sentence_1","Sentence_2","Sense_id_s1","Sense_id_s2","Gender_s1","Gender_s2","mean_relatedness","sd_relatedness","median_relatedness","count"
"203",3,"cubo","Same Sense","Le gustó el cubo plástico","Le gustó el cubo de madera",2,2,"male","male",4.75,0.621581560508061,5,12
"204",3,"cuerdas","Different Sense","Tenía cuerdas forestadas","Tenía cuerdas vocales",2,3,"female","female",1.75,0.866025403784439,1.5,12
"205",3,"cura","Different Sense","Era un cura sabio","Era una cura efectiva",1,2,"male","female",1.25,0.866025403784439,1,12
"206",3,"cura","Same Sense","Era un cura compasivo","Era un cura sabio",1,1,"male","male",5,0,5,12
"207",3,"depresión","Different Sense","Se trataba de una depresión terrestre","Se trataba de una depresión psicológica",1,2,"female","female",1.5,1.16774841624228,1,12
"208",3,"estado","Different Sense","Le preocupaba su estado mental","Le preocupaba su estado sureño",1,2,"male","male",1.66666666666667,1.55699788832305,1,12
"209",3,"firma","Different Sense","Era una firma caligráfica","Era una firma acreditada",1,2,"female","female",3,1.85864075456917,3.5,12
"210",3,"firma","Different Sense","Era una firma caligráfica","Era una firma emprendedora",1,2,"female","female",1.58333333333333,1.24011240937215,1,12
"211",3,"firma","Different Sense","Era una firma indescifrable","Era una firma acreditada",1,2,"female","female",3.08333333333333,1.83195540504146,3,12
"212",3,"fortuna","Different Sense","Fue una fortuna heredada","Fue una fortuna imprevista",1,2,"female","female",2.75,1.81533868615599,2.5,12
"213",3,"frente","Different Sense","Era un frente lluvioso","Era una frente amplia",1,2,"male","female",1.16666666666667,0.389249472080761,1,12
"214",3,"frente","Same Sense","Era un frente frío","Era un frente lluvioso",1,1,"male","male",4.75,0.621581560508061,5,12
"215",3,"gato","Same Sense","Compró el gato para el auto","Compró el gato hidraúlico",2,2,"male","male",4.91666666666667,0.288675134594813,5,12
"216",3,"hoja","Different Sense","Era una hoja de papel","Era una hoja de árbol",1,2,"female","female",3.16666666666667,1.33711584684304,3,12
"217",3,"hoja","Same Sense","Era una hoja de cálculo","Era una hoja de papel",1,1,"female","female",2.58333333333333,1.44337567297406,2.5,12
"218",3,"mano","Different Sense","Tenía una mano dura","Tenía una mano sudada",1,2,"female","female",4,1.53741222957161,5,12
"219",3,"nota","Same Sense","Era una nota académica","Era una nota decepcionante",2,2,"female","female",4.16666666666667,1.19341628287971,5,12
"220",3,"nota","Same Sense","Era una nota académica","Era una nota satisfactoria",2,2,"female","female",4.75,0.452267016866645,5,12
"221",3,"orden","Same Sense","Es una orden jurídica","Es una orden ejecutiva",1,1,"female","female",4.41666666666667,1.24011240937215,5,12
"222",3,"orden","Same Sense","Es una orden religiosa","Es una orden católica",2,2,"female","female",5,0,5,12
"223",3,"palma","Same Sense","Estaba en la palma derecha","Estaba en la palma izquierda",2,2,"female","female",5,0,5,12
"224",3,"papa","Different Sense","Era una papa majada","Era un papa jesuita",1,2,"female","male",1.66666666666667,1.23091490979333,1,12
"225",3,"papel","Same Sense","Era un papel principal","Era un papel secundario",2,2,"male","male",5,0,5,12
"226",3,"pasta","Different Sense","Le gustó la pasta italiana","Le gustó la pasta blanqueadora",1,2,"female","female",1.25,0.621581560508061,1,12
"227",3,"pastor","Same Sense","Era un pastor evangélico","Era un pastor eclesiástico",1,1,"male","male",5,0,5,12
"228",3,"pata","Same Sense","Ella vio la pata de la gata","Ella vio la pata peluda",2,2,"female","female",4.5,0.904534033733291,5,12
"229",3,"pieza","Different Sense","Le gustó la pieza flamenca","Le gustó la pieza contemporánea",1,3,"femael","female",4.75,0.866025403784439,5,12
"230",3,"pieza","Same Sense","Le gustó la pieza alterada","Le gustó la pieza añadida",2,2,"female","female",4.83333333333333,0.577350269189626,5,12
"231",3,"planta","Different Sense","Estaba en la planta superior","Estaba en la planta izquierda",2,3,"female","female",3.5,1.78376517003169,4.5,12
"232",3,"posición","Different Sense","Estaba en una posición fetal","Estaba en una posición oportuna",1,2,"female","female",2.91666666666667,1.62135371797393,3.5,12
"233",3,"químico","Different Sense","Era un químico negligente","Era un químico orgánico",1,2,"male","male",2.58333333333333,1.83195540504146,2,12
"234",3,"químico","Same Sense","Era un químico orgánico","Era un químico tóxico",2,2,"male","male",4.41666666666667,1.08362466945083,5,12
"235",3,"raya","Different Sense","Dibujó una raya recta","Dibujó una raya endémica",1,2,"female","female",2.25,1.48477117918737,1.5,12
"236",3,"redada","Different Sense","Fue una redada en el río","Fue una redada en el barrio",1,2,"female","female",3.41666666666667,1.44337567297406,4,12
"237",3,"rosa","Different Sense","Era una rosa fragante","Era un rosa claro",1,2,"female","male",2.58333333333333,1.56427928995103,2,12
"238",3,"sangre","Different Sense","Él tiene sangre diluida","Él tiene sangre noble",1,2,"female","female",3.58333333333333,1.56427928995103,4,12
"239",3,"sostén","Different Sense","Era un sostén incondicional","Era un sostén sedoso",1,2,"male","male",1.75,1.28805702866407,1,12
"240",3,"sueño","Different Sense","Él moría de sueño","Él recordó su sueño",2,3,"male","male",2.83333333333333,1.6966991126266,2.5,12
"241",3,"sueño","Same Sense","Él moría de sueño","Él tenía sueño",2,2,"male","male",4.66666666666667,0.887625364598595,5,12
"242",3,"tabla","Different Sense","Le gustó la tabla de madera","Le gustó la tabla de ajedrez",1,2,"female","female",3.91666666666667,0.996204919895622,4,12
"243",3,"tabla","Same Sense","Le gustó la tabla de madera","Le gustó la tabla astillada",1,1,"female","female",4.91666666666667,0.288675134594813,5,12
"244",3,"título","Different Sense","Le gustó el título del libro","Le gustó el título propietario",2,3,"male","male",2.33333333333333,0.887625364598595,2,12
"245",3,"vela","Different Sense","Ella vio la vela de lona","Ella vio la vela de cera",1,2,"female","female",1.41666666666667,0.792961461098759,1,12
"246",4,"algodón","Different Sense","Evaluó el algodón cultivado","Evaluó el algodón endulzado",1,2,"male","male",2.26666666666667,1.33452327853522,3,15
"247",4,"cadena","Different Sense","Era una cadena de hierro","Era una cadena televisiva",2,3,"female","female",1.4,0.736788397613007,1,15
"248",4,"cadena","Different Sense","Era una cadena de oro","Era una cadena de hierro",1,2,"female","female",4.66666666666667,1.04653623694457,5,15
"249",4,"caja","Different Sense","Ella vio la caja registradora","Ella vio la caja acústica",1,3,"female","female",2.33333333333333,1.39727626201154,2,15
"250",4,"calle","Different Sense","Condujo en la calle marginal","Condujo en la calle asfaltada",1,2,"female","female",4.46666666666667,0.833809387832792,5,15
"251",4,"calle","Same Sense","Condujo en la calle principal","Condujo en la calle marginal",1,1,"female","female",4.33333333333333,1.29099444873581,5,15
"252",4,"cámara","Different Sense","Se trataba de la cámara profesional","Se trataba de la cámara principal",2,3,"female","female",3,1.8516401995451,4,15
"253",4,"campo","Same Sense","Era un campo cultivado","Era un campo abandonado",2,2,"male","male",4.46666666666667,1.12546286774228,5,15
"254",4,"canal","Different Sense","Estaba en el canal navegable","Estaba en el canal uterino",2,3,"male","male",2.2,1.32017314881691,2,15
"255",4,"canal","Different Sense","Estaba en el canal televisivo","Estaba en el canal navegable",1,2,"male","male",1.46666666666667,1.06009882737862,1,15
"256",4,"canal","Different Sense","Estaba en el canal televisivo","Estaba en el canal uterino",1,3,"male","male",1.4,0.736788397613007,1,15
"257",4,"carrera","Same Sense","Fue una carrera profesional","Fue una carrera universitaria",1,1,"female","female",4.46666666666667,0.639940473422184,5,15
"258",4,"cartel","Same Sense","Era un cartel peligroso","Era un cartel dominante",2,2,"male","male",3.4,1.84390889145858,4,15
"259",4,"cima","Different Sense","Estaba en la cima de la loma","Estaba en la cima de su carrera",1,2,"female","female",3.33333333333333,1.29099444873581,4,15
"260",4,"cima","Same Sense","Estaba en la cima de la montaña","Estaba en la cima de la loma",1,1,"female","female",4.66666666666667,0.617213399848368,5,15
"261",4,"cima","Same Sense","Estaba en la cima de su carrera","Estaba en la cima de la fama",2,2,"female","female",4.8,0.414039335605413,5,15
"262",4,"cinta","Different Sense","Usó la cinta adhesiva","Usó la cinta decorativa",1,2,"female","female",3.93333333333333,1.33452327853522,4,15
"263",4,"cinta","Different Sense","Usó la cinta adhesiva","Usó la cinta quirúrgica",1,4,"female","female",3.4,1.35224680756563,3,15
"264",4,"clave","Different Sense","Era la clave de sol","Era la clave esencial",1,2,"female","female",1.46666666666667,0.639940473422184,1,15
"265",4,"clave","Different Sense","Era la clave musical","Era la clave esencial",1,2,"female","female",1.8,1.26491106406735,1,15
"266",4,"clima","Different Sense","El clima estaba amigable","El clima estaba lluvioso",1,2,"male","male",3.73333333333333,1.43759057685652,4,15
"267",4,"clima","Same Sense","El clima estaba frío","El clima estaba lluvioso",2,2,"male","male",4.86666666666667,0.516397779494322,5,15
"268",4,"clima","Same Sense","El clima estaba tenso","El clima estaba amigable",1,1,"male","male",4,1.4638501094228,5,15
"269",4,"código","Different Sense","Era un código de conducta","Era un código númerico",1,2,"male","male",1.93333333333333,1.03279555898864,2,15
"270",4,"código","Different Sense","Era un código de ética","Era un código númerico",1,2,"male","male",2.4,1.54919333848297,2,15
"271",4,"código","Same Sense","Era un código númerico","Era un código programático",2,2,"male","male",4.06666666666667,1.16291915126588,4,15
"272",4,"colonia","Different Sense","Era una colonia abandonada","Era una colonia de hormigas",2,3,"female","female",3.4,1.35224680756563,4,15
"273",4,"colonia","Different Sense","Era una colonia de hombre","Era una colonia bacteriana",1,3,"female","female",1.66666666666667,1.29099444873581,1,15
"274",4,"colonia","Different Sense","Era una colonia de hombre","Era una colonia de hormigas",1,3,"female","female",1.33333333333333,0.899735410842437,1,15
"275",4,"colonia","Different Sense","Era una colonia oprimida","Era una colonia bacteriana",2,3,"female","female",2.86666666666667,1.50554530541816,3,15
"276",4,"colonia","Different Sense","Era una colonia sutil","Era una colonia oprimida",1,2,"female","female",2.4,1.76473389333512,1,15
"277",4,"colonia","Same Sense","Era una colonia fragante","Era una colonia de hombre",1,1,"female","female",3.86666666666667,1.64171803158706,5,15
"278",4,"colonia","Same Sense","Era una colonia fragante","Era una colonia sutil",1,1,"female","female",3.66666666666667,1.58865022072498,4,15
"279",4,"columna","Different Sense","Era una columna decorativa","Era una columna encorvada",1,2,"female","female",3.13333333333333,1.68466472572297,3,15
"280",4,"compañía","Same Sense","Le gustó la compañía de inversiones","Le gustó la compañía financiera",1,1,"female","female",4.86666666666667,0.516397779494322,5,15
"281",4,"copa","Different Sense","Él vio la copa mundial","Él vio la copa vacía",1,2,"female","female",1.73333333333333,1.03279555898864,1,15
"282",4,"copa","Same Sense","Él vio la copa llena","Él vio la copa vacía",2,2,"female","female",4.66666666666667,1.04653623694457,5,15
"283",4,"corazón","Same Sense","Tenía el corazón operado","Tenía el corazón inflamado",2,2,"male","male",4.73333333333333,0.593616839704664,5,15
"284",4,"cordón","Different Sense","Se trataba de un cordón de lona","Se trataba de un cordón umbilical",1,2,"male","male",2.2,1.26491106406735,2,15
"285",4,"cordón","Different Sense","Se trataba de un cordón sedoso","Se trataba de un cordón eléctrico",1,3,"male","male",3.13333333333333,1.40746310109799,3,15
"286",4,"cordón","Different Sense","Se trataba de un cordón umbilical","Se trataba de un cordón eléctrico",2,3,"male","male",1.93333333333333,0.961150104723255,2,15
"287",4,"cordón","Same Sense","Se trataba de un cordón sedoso","Se trataba de un cordón de lona",1,1,"male","male",4.33333333333333,1.17513930278601,5,15
"288",4,"corte","Different Sense","Le gustó la corte noble","Le gustó el corte de pelo",1,3,"female","male",1.06666666666667,0.258198889747161,1,15
"289",4,"corteza","Different Sense","Estaba en la corteza cerebral","Estaba en la corteza comestible",3,4,"female","female",2,1,2,15
"290",4,"corteza","Different Sense","Estaba en la corteza del roble","Estaba en la corteza crocante",2,4,"female","female",3.26666666666667,1.33452327853522,3,15
"291",4,"corteza","Same Sense","Estaba en la corteza comestible","Estaba en la corteza crocante",4,4,"female","female",4.46666666666667,0.743223352957207,5,15
"292",4,"cuerdas","Different Sense","Tenía cuerdas fibrosas","Tenía cuerdas inflamadas",1,3,"female","female",2.93333333333333,1.27988094684437,3,15
"293",4,"cura","Different Sense","Era un cura compasivo","Era una cura potente",1,2,"male","female",1.46666666666667,1.06009882737862,1,15
"294",4,"cura","Different Sense","Era un cura sabio","Era una cura potente",1,2,"male","female",1.2,0.560611910581388,1,15
"295",4,"estado","Same Sense","Le preocupaba su estado mental","Le preocupaba su estado psicológico",1,1,"male","male",4.93333333333333,0.258198889747161,5,15
"296",4,"fibra","Different Sense","Carecía fibra nutritiva","Carecía fibra óptica",2,4,"female","female",1.73333333333333,0.883715101688537,1,15
"297",4,"firma","Same Sense","Era una firma emprendedora","Era una firma acreditada",2,2,"female","female",3.93333333333333,1.38701460836198,4,15
"298",4,"fondo","Different Sense","Estaba en el fondo gubernamental","Estaba en el fondo del cuarto",1,2,"male","male",1.2,0.414039335605413,1,15
"299",4,"fondo","Different Sense","Estaba en el fondo presupuestario","Estaba en el fondo marino",1,2,"male","male",1.6,0.828078671210825,1,15
"300",4,"gato","Different Sense","Compró el gato peludo","Compró el gato para el auto",1,2,"male","male",1.06666666666667,0.258198889747161,1,15
"301",4,"guardia","Different Sense","Llamó al guardia de noche","Llamó a la guardia nacional",1,2,"male","female",3.8,1.01418510567422,4,15
"302",4,"guía","Different Sense","Era una guía turística","Era una guía televisiva",1,2,"female","female",3.33333333333333,1.29099444873581,3,15
"303",4,"mano","Different Sense","Tenía una mano dura","Tenía una mano arrugada",1,2,"female","female",4.13333333333333,0.915475416434127,4,15
"304",4,"naranja","Different Sense","Era una naranja jugosa","Era un naranja oscuro",1,2,"female","male",1.53333333333333,0.743223352957207,1,15
"305",4,"nave","Same Sense","Era una nave de madera","Era una nave marítima",1,1,"female","female",3.53333333333333,1.30201309334357,4,15
"306",4,"papa","Same Sense","Era una papa caliente","Era una papa podrida",1,1,"female","female",4.73333333333333,0.79880863671798,5,15
"307",4,"papel","Different Sense","Era un papel amplio","Era un papel secundario",1,2,"male","male",2.13333333333333,1.06009882737862,2,15
"308",4,"parque","Different Sense","Visitó el parque de atracciones","Visitó el parque estatal",1,2,"male","male",3.26666666666667,1.22279928657082,3,15
"309",4,"parque","Same Sense","Visitó el parque estatal","Visitó el parque forestal",2,2,"male","male",4.6,0.632455532033676,5,15
"310",4,"periódico","Same Sense","Se trataba de un periódico estrujado","Se trataba de un periódico plegado",2,2,"male","male",4.8,0.560611910581388,5,15
"311",4,"pico","Different Sense","Dibujó el pico alpino","Dibujó el pico amarillo",1,2,"male","male",2.2,1.37321312465119,2,15
"312",4,"pico","Same Sense","Dibujó el pico montuno","Dibujó el pico alpino",1,1,"male","male",3.86666666666667,1.12546286774228,4,15
"313",4,"pieza","Different Sense","Le gustó la pieza añadida","Le gustó la pieza contemporánea",2,3,"female","female",2.53333333333333,1.30201309334357,2,15
"314",4,"pista","Different Sense","Era una pista resbalosa","Era una pista clave",1,2,"female","female",1.26666666666667,0.593616839704664,1,15
"315",4,"planta","Different Sense","Estaba en la planta venenosa","Estaba en la planta baja",1,2,"female","female",1.06666666666667,0.258198889747161,1,15
"316",4,"red","Different Sense","Era una red privada","Era una red pesquera",1,2,"female","female",1.73333333333333,1.16291915126588,1,15
"317",4,"redada","Different Sense","Fue una redada pesquera","Fue una redada en el barrio",1,2,"female","female",2.53333333333333,1.55226409142382,3,15
"318",4,"revista","Different Sense","Era una revista deportiva","Era una revista brillosa",1,2,"female","female",4.53333333333333,0.833809387832792,5,15
"319",4,"semilla","Different Sense","Era una semilla educativa","Era una semilla germinada",1,2,"female","female",2,1,2,15
"320",4,"sierra","Different Sense","Era una sierra automática","Era una sierra nevada",1,2,"female","female",1.26666666666667,0.593616839704664,1,15
"321",4,"sirena","Different Sense","Era una sirena coqueta","Era una sirena ruidosa",1,2,"female","female",1.33333333333333,1.04653623694457,1,15
"322",4,"sueño","Different Sense","Él moría de sueño","Él relató su sueño",2,3,"male","male",2.4,1.12122382116278,2,15
"323",4,"sueño","Same Sense","Él recordó su sueño","Él relató su sueño",3,3,"male","male",4.66666666666667,0.723746864455746,5,15
"324",4,"título","Different Sense","Le gustó el título del poema","Le gustó el título propietario",2,3,"male","male",1.93333333333333,0.883715101688537,2,15
"325",4,"título","Different Sense","Le gustó el título profesional","Le gustó el título legal",1,3,"male","male",4,1.19522860933439,4,15
"326",4,"vaso","Same Sense","Se trataba de un vaso antiguo","Se trataba de un vaso cristalino",1,1,"male","male",4.8,0.560611910581388,5,15
"327",5,"aceite","Different Sense","Compró el aceite de cocina","Compró el aceite de carro",1,2,"male","male",3.35714285714286,1.27744594087896,3,14
"328",5,"aceite","Different Sense","Compró el aceite de cocina","Compró el aceite de motor",1,2,"male","male",3.57142857142857,1.45254607840513,4,14
"329",5,"banco","Different Sense","Era un banco exitoso","Era un banco cómodo",1,2,"male","male",1.21428571428571,0.801783725737273,1,14
"330",5,"banco","Same Sense","Era un banco financiero","Era un banco exitoso",1,1,"male","male",4.42857142857143,0.85163062725264,5,14
"331",5,"cadena","Different Sense","Era una cadena de oro","Era una cadena de radio",1,3,"female","female",1.07142857142857,0.267261241912424,1,14
"332",5,"cadena","Different Sense","Era una cadena elegante","Era una cadena de radio",1,3,"female","female",1.14285714285714,0.363136519601281,1,14
"333",5,"caja","Different Sense","Ella vio la caja bancaria","Ella vio la caja fuerte",1,2,"female","female",2.71428571428571,1.48989268733698,2,14
"334",5,"cámara","Different Sense","Se trataba de la cámara digital","Se trataba de la cámara principal",2,3,"female","female",2.07142857142857,1.43924583425785,1.5,14
"335",5,"cámara","Different Sense","Se trataba de la cámara gubernamental","Se trataba de la cámara profesional",1,2,"female","female",1.28571428571429,1.0690449676497,1,14
"336",5,"cámara","Different Sense","Se trataba de la cámara profesional","Se trataba de la cámara remodelada",2,3,"female","female",2.35714285714286,1.54954796669832,2,14
"337",5,"cámara","Same Sense","Se trataba de la cámara senatorial","Se trataba de la cámara gubernamental",1,1,"female","female",4.85714285714286,0.363136519601281,5,14
"338",5,"canal","Different Sense","Estaba en el canal de comedia","Estaba en el canal uterino",1,3,"male","male",1.07142857142857,0.267261241912424,1,14
"339",5,"capa","Different Sense","Se trataba de la capa de superhéroe","Se trataba de la capa de ozono",1,2,"female","female",1.42857142857143,0.937614461876991,1,14
"340",5,"capa","Different Sense","Se trataba de la capa de tela","Se trataba de la capa de ozono",1,2,"female","female",1.92857142857143,1.43924583425785,1,14
"341",5,"capital","Different Sense","Le gustó la capital antigua","Le gustó el capital financiero",1,2,"female","male",1.07142857142857,0.267261241912424,1,14
"342",5,"carrera","Different Sense","Fue una carrera académica","Fue una carrera olímpica",1,2,"female","female",1.92857142857143,1.43924583425785,1,14
"343",5,"carrera","Different Sense","Fue una carrera universitaria","Fue una carrera olímpica",1,2,"female","female",2,1.56892908110547,1,14
"344",5,"carrera","Same Sense","Fue una carrera profesional","Fue una carrera académica",1,1,"female","female",4.57142857142857,0.755928946018454,5,14
"345",5,"carrera","Same Sense","Fue una carrera universitaria","Fue una carrera académica",1,1,"female","female",4.71428571428571,1.0690449676497,5,14
"346",5,"caudal","Same Sense","Era un caudal financiero","Era un caudal heredado",1,1,"male","male",3.78571428571429,1.25137287246211,4,14
"347",5,"cinta","Different Sense","Usó la cinta rosada","Usó la cinta métrica",2,3,"female","female",2.78571428571429,1.47692880035521,3,14
"348",5,"clima","Different Sense","El clima estaba tenso","El clima estaba frío",1,2,"male","male",2.85714285714286,1.56190922897601,3,14
"349",5,"colonia","Different Sense","Era una colonia fragante","Era una colonia abandonada",1,2,"female","female",1.21428571428571,0.801783725737273,1,14
"350",5,"colonia","Different Sense","Era una colonia sutil","Era una colonia de hormigas",1,3,"female","female",1.35714285714286,0.744946343668492,1,14
"351",5,"columna","Different Sense","Era una columna de mármol","Era una columna encorvada",1,2,"female","female",2.64285714285714,1.78054195972172,2,14
"352",5,"columna","Same Sense","Era una columna vertebral","Era una columna encorvada",2,2,"female","female",4.07142857142857,1.26881445053645,5,14
"353",5,"compás","Different Sense","Él observaba el compás","Él bailaba al compás",1,2,"male","male",2.14285714285714,1.40642169281549,1.5,14
"354",5,"copa","Same Sense","Él vio la copa mundial","Él vio la copa deportiva",1,1,"female","female",4.78571428571429,0.578934223521839,5,14
"355",5,"copa","Same Sense","Él vio la copa vacía","Él vio la copa de cristal",2,2,"female","female",5,0,5,14
"356",5,"cordón","Different Sense","Se trataba de un cordón sedoso","Se trataba de un cordón inalámbrico",1,3,"male","male",2.42857142857143,1.86935964825003,1,14
"357",5,"corte","Same Sense","Le gustó la corte suprema","Le gustó la corte judicial",2,2,"female","female",4.57142857142857,1.08940955880384,5,14
"358",5,"corteza","Different Sense","Estaba en la corteza del árbol","Estaba en la corteza comestible",2,4,"female","female",3.35714285714286,1.33630620956212,3.5,14
"359",5,"corteza","Different Sense","Estaba en la corteza del árbol","Estaba en la corteza crocante",2,4,"female","female",2.71428571428571,1.48989268733698,3,14
"360",5,"cubo","Same Sense","Le gustó el cubo geométrico","Le gustó el cubo tridimensional",1,1,"male","male",4.92857142857143,0.267261241912424,5,14
"361",5,"cuerdas","Different Sense","Tenía cuerdas fibrosas","Tenía cuerdas vocales",1,3,"female","female",2.5,1.50639661750509,2,14
"362",5,"estado","Different Sense","Le preocupaba su estado psicológico","Le preocupaba su estado natal",1,2,"male","male",2.14285714285714,1.87522892375398,1,14
"363",5,"firma","Different Sense","Era una firma indescifrable","Era una firma emprendedora",1,2,"female","female",1.5,1.16023870223064,1,14
"364",5,"fortuna","Same Sense","Fue una fortuna heredada","Fue una fortuna financiera",1,1,"female","female",3.92857142857143,1.59152977759357,5,14
"365",5,"frase","Same Sense","Le gustó la frase musical","Le gustó la frase melódica",1,1,"female","female",4.42857142857143,0.85163062725264,5,14
"366",5,"frente","Different Sense","Era un frente frío","Era una frente arrugada",1,2,"male","female",1,0,1,14
"367",5,"guía","Same Sense","Era una guía turística","Era una guía viajera",1,1,"female","female",4.64285714285714,0.744946343668492,5,14
"368",5,"llama","Different Sense","Era una llama ardiente","Era una llama lanuda",1,2,"female","female",1,0,1,14
"369",5,"llama","Different Sense","Era una llama brillante","Era una llama peruana",1,2,"female","female",1.28571428571429,0.825420305855557,1,14
"370",5,"llama","Same Sense","Era una llama ardiente","Era una llama brillante",1,1,"female","female",4.5,1.09192842819834,5,14
"371",5,"mano","Different Sense","Tenía una mano de hierro","Tenía una mano arrugada",1,2,"female","female",3,1.75411603861406,2.5,14
"372",5,"mano","Different Sense","Tenía una mano de hierro","Tenía una mano sudada",1,2,"female","female",3.28571428571429,1.81568259800641,3.5,14
"373",5,"nave","Different Sense","Era una nave de madera","Era una nave sagrada",1,2,"female","female",3.07142857142857,1.43924583425785,4,14
"374",5,"nave","Same Sense","Era una nave católica","Era una nave sagrada",2,2,"female","female",3.85714285714286,1.23145585242976,4,14
"375",5,"nota","Same Sense","Era una nota desafinada","Era una nota musical",1,1,"female","female",5,0,5,14
"376",5,"orden","Different Sense","Es una orden jurídica","Es una orden católica",1,2,"female","female",1.85714285714286,1.56190922897601,1,14
"377",5,"orden","Different Sense","Es una orden jurídica","Es una orden religiosa",1,2,"female","female",1.78571428571429,1.3114039117603,1,14
"378",5,"órgano","Different Sense","Tenía un órgano ceremonial","Tenía un órgano herido",1,2,"male","male",1.07142857142857,0.267261241912424,1,14
"379",5,"órgano","Different Sense","Tenía un órgano eclesiástico","Tenía un órgano herido",1,2,"male","male",1.14285714285714,0.534522483824849,1,14
"380",5,"órgano","Same Sense","Tenía un órgano herido","Tenía un órgano operado",2,2,"male","male",5,0,5,14
"381",5,"papa","Different Sense","Era una papa majada","Era un papa comprensivo",1,2,"female","male",1,0,1,14
"382",5,"papa","Different Sense","Era una papa majada","Era un papa conservador",1,2,"female","male",1,0,1,14
"383",5,"pasta","Different Sense","Le gustó la pasta italiana","Le gustó la pasta dental",1,2,"female","female",1.07142857142857,0.267261241912424,1,14
"384",5,"perfil","Different Sense","Se trataba de un perfil perturbador","Se trataba de un perfil elegante",1,2,"male","male",3.78571428571429,1.47692880035521,4.5,14
"385",5,"pieza","Different Sense","Le gustó la pieza alterada","Le gustó la pieza contemporánea",2,3,"female","female",2.78571428571429,1.1217137594956,2.5,14
"386",5,"pieza","Different Sense","Le gustó la pieza añadida","Le gustó la pieza abstracta",2,3,"female","female",3.57142857142857,1.28388147753274,4,14
"387",5,"pieza","Different Sense","Le gustó la pieza musical","Le gustó la pieza alterada",1,2,"female","female",2.5,1.40054934277178,2,14
"388",5,"pieza","Same Sense","Le gustó la pieza musical","Le gustó la pieza flamenca",1,1,"female","femael",4.71428571428571,0.611249845502127,5,14
"389",5,"pista","Different Sense","Era una pista de baile","Era una pista clave",1,2,"female","female",1,0,1,14
"390",5,"planta","Different Sense","Estaba en la planta baja","Estaba en la planta izquierda",2,3,"female","female",2.78571428571429,1.67233468441676,3,14
"391",5,"planta","Different Sense","Estaba en la planta superior","Estaba en la planta del pie",2,3,"female","female",1.14285714285714,0.363136519601281,1,14
"392",5,"planta","Different Sense","Estaba en la planta tropical","Estaba en la planta baja",1,2,"female","female",1,0,1,14
"393",5,"red","Different Sense","Era una red privada","Era una red de cuerda",1,2,"female","female",1.07142857142857,0.267261241912424,1,14
"394",5,"resistencia","Different Sense","Se trataba de una resistencia de circuito","Se trataba de una resistencia militar",1,2,"female","female",1.42857142857143,1.15786844704368,1,14
"395",5,"resistencia","Same Sense","Se trataba de una resistencia eléctrica","Se trataba de una resistencia de circuito",1,1,"female","female",4.71428571428571,0.468807230938495,5,14
"396",5,"resistencia","Same Sense","Se trataba de una resistencia política","Se trataba de una resistencia militar",2,2,"female","female",4.21428571428571,0.974961255922229,4.5,14
"397",5,"rosa","Different Sense","Era una rosa frágil","Era un rosa tenue",1,2,"female","male",2,1.46759877141069,1,14
"398",5,"sangre","Different Sense","Él tiene sangre diluida","Él tiene sangre real",1,2,"female","female",3.64285714285714,1.49908396938022,4,14
"399",5,"seno","Same Sense","Estaba en el seno izquiero","Estaba en el seno operado",2,2,"male","male",3.85714285714286,1.51185789203691,4.5,14
"400",5,"sirena","Different Sense","Era una sirena coqueta","Era una sirena policíaca",1,2,"female","female",1.14285714285714,0.534522483824849,1,14
"401",5,"sirena","Same Sense","Era una sirena mitológica","Era una sirena coqueta",1,1,"female","female",4.57142857142857,0.755928946018454,5,14
"402",5,"sueño","Different Sense","Él abandonó su sueño","Él relató su sueño",1,3,"male","male",3,1.46759877141069,3,14
"403",5,"sueño","Different Sense","Él tenía sueño","Él recordó su sueño",2,3,"male","male",3.21428571428571,1.52812461375532,3.5,14
"404",5,"sueño","Different Sense","Él tenía sueño","Él relató su sueño",2,3,"male","male",2.64285714285714,1.5984195491,2.5,14
"405",5,"tabla","Same Sense","Le gustó la tabla de ajedrez","Le gustó la tabla de juego",2,2,"female","female",4.28571428571429,1.43733575268066,5,14
"406",5,"tecla","Different Sense","Tocó la tecla espaciadora","Tocó la tecla afinada",1,2,"female","female",2.28571428571429,1.54065777303929,1.5,14
"407",5,"volumen","Different Sense","Aumentó el volumen de la corriente","Aumentó el volumen de la voz",1,2,"male","male",1.85714285714286,0.949262293098647,1.5,14
"408",6,"ala","Different Sense","Le gustó el ala remodelada","Le gustó el ala plumosa",1,2,"female","female",1.4,0.516397779494322,1,10
"409",6,"cadena","Different Sense","Era una cadena de hierro","Era una cadena de radio",2,3,"female","female",1.4,0.699205898780101,1,10
"410",6,"caja","Different Sense","Ella vio la caja bancaria","Ella vio la caja sellada",1,2,"female","female",2.5,1.43372087784044,2,10
"411",6,"caja","Different Sense","Ella vio la caja fuerte","Ella vio la caja acústica",2,3,"female","female",2.3,0.948683298050514,2,10
"412",6,"campo","Different Sense","Era un campo biológico","Era un campo abandonado",1,2,"male","male",2,1.05409255338946,2,10
"413",6,"campo","Different Sense","Era un campo biológico","Era un campo cultivado",1,2,"male","male",2.6,1.34989711542111,3,10
