,Word,Model,Target_tokens,Num_tokens_s1,Num_tokens_s2
0,sangre,xlm-roberta-base,[140944],8,7
0,sangre,xlm-roberta-base,[140944],8,6
0,sangre,xlm-roberta-base,[140944],7,7
0,sangre,xlm-roberta-base,[140944],7,6
0,sangre,xlm-roberta-base,[140944],7,6
0,semilla,xlm-roberta-base,"[484, 2298]",7,7
0,semilla,xlm-roberta-base,"[484, 2298]",7,9
0,semilla,xlm-roberta-base,"[484, 2298]",7,8
0,semilla,xlm-roberta-base,"[484, 2298]",7,9
0,semilla,xlm-roberta-base,"[484, 2298]",7,8
0,semilla,xlm-roberta-base,"[484, 2298]",9,8
0,seno,xlm-roberta-base,"[40, 157]",9,9
0,seno,xlm-roberta-base,"[40, 157]",9,11
0,seno,xlm-roberta-base,"[40, 157]",9,10
0,seno,xlm-roberta-base,"[40, 157]",9,11
0,seno,xlm-roberta-base,"[40, 157]",9,10
0,seno,xlm-roberta-base,"[40, 157]",11,10
0,serie,xlm-roberta-base,[6432],10,10
0,serie,xlm-roberta-base,[6432],10,9
0,serie,xlm-roberta-base,[6432],10,10
0,serie,xlm-roberta-base,[6432],10,9
0,serie,xlm-roberta-base,[6432],10,10
0,serie,xlm-roberta-base,[6432],9,10
0,sierra,xlm-roberta-base,"[9247, 219]",7,7
0,sierra,xlm-roberta-base,"[9247, 219]",7,9
0,sierra,xlm-roberta-base,"[9247, 219]",7,8
0,sierra,xlm-roberta-base,"[9247, 219]",7,9
0,sierra,xlm-roberta-base,"[9247, 219]",7,8
0,sierra,xlm-roberta-base,"[9247, 219]",9,8
0,sirena,xlm-roberta-base,"[78, 25723]",8,9
0,sirena,xlm-roberta-base,"[78, 25723]",8,8
0,sirena,xlm-roberta-base,"[78, 25723]",8,8
0,sirena,xlm-roberta-base,"[78, 25723]",9,8
0,sirena,xlm-roberta-base,"[78, 25723]",9,8
0,sirena,xlm-roberta-base,"[78, 25723]",8,8
0,sostén,xlm-roberta-base,"[221, 271, 2746]",8,10
0,sostén,xlm-roberta-base,"[221, 271, 2746]",8,9
0,sostén,xlm-roberta-base,"[221, 271, 2746]",8,10
0,sostén,xlm-roberta-base,"[221, 271, 2746]",10,9
0,sostén,xlm-roberta-base,"[221, 271, 2746]",10,10
0,sostén,xlm-roberta-base,"[221, 271, 2746]",9,10
0,sueño,xlm-roberta-base,[81992],8,7
0,sueño,xlm-roberta-base,[81992],8,7
0,sueño,xlm-roberta-base,[81992],8,5
0,sueño,xlm-roberta-base,[81992],8,7
0,sueño,xlm-roberta-base,[81992],8,7
0,sueño,xlm-roberta-base,[81992],7,7
0,sueño,xlm-roberta-base,[81992],7,5
0,sueño,xlm-roberta-base,[81992],7,7
0,sueño,xlm-roberta-base,[81992],7,7
0,sueño,xlm-roberta-base,[81992],7,5
0,sueño,xlm-roberta-base,[81992],7,7
0,sueño,xlm-roberta-base,[81992],7,7
0,sueño,xlm-roberta-base,[81992],5,7
0,sueño,xlm-roberta-base,[81992],5,7
0,sueño,xlm-roberta-base,[81992],7,7
0,tabla,xlm-roberta-base,[151164],9,10
0,tabla,xlm-roberta-base,[151164],9,11
0,tabla,xlm-roberta-base,[151164],9,9
0,tabla,xlm-roberta-base,[151164],10,11
0,tabla,xlm-roberta-base,[151164],10,9
0,tabla,xlm-roberta-base,[151164],11,9
0,taco,xlm-roberta-base,"[308, 587]",9,9
0,taco,xlm-roberta-base,"[308, 587]",9,11
0,taco,xlm-roberta-base,"[308, 587]",9,11
0,taco,xlm-roberta-base,"[308, 587]",9,11
0,taco,xlm-roberta-base,"[308, 587]",9,11
0,taco,xlm-roberta-base,"[308, 587]",11,11
0,tecla,xlm-roberta-base,"[120, 18347]",9,10
0,tecla,xlm-roberta-base,"[120, 18347]",9,10
0,tecla,xlm-roberta-base,"[120, 18347]",9,9
0,tecla,xlm-roberta-base,"[120, 18347]",10,10
0,tecla,xlm-roberta-base,"[120, 18347]",10,9
0,tecla,xlm-roberta-base,"[120, 18347]",10,9
0,título,xlm-roberta-base,[31810],8,10
0,título,xlm-roberta-base,[31810],8,9
0,título,xlm-roberta-base,[31810],8,9
0,título,xlm-roberta-base,[31810],8,8
0,título,xlm-roberta-base,[31810],8,8
0,título,xlm-roberta-base,[31810],10,9
0,título,xlm-roberta-base,[31810],10,9
0,título,xlm-roberta-base,[31810],10,8
0,título,xlm-roberta-base,[31810],10,8
0,título,xlm-roberta-base,[31810],9,9
0,título,xlm-roberta-base,[31810],9,8
0,título,xlm-roberta-base,[31810],9,8
0,título,xlm-roberta-base,[31810],9,8
0,título,xlm-roberta-base,[31810],9,8
0,título,xlm-roberta-base,[31810],8,8
0,vaso,xlm-roberta-base,[163895],9,10
0,vaso,xlm-roberta-base,[163895],9,12
0,vaso,xlm-roberta-base,[163895],9,11
0,vaso,xlm-roberta-base,[163895],10,12
0,vaso,xlm-roberta-base,[163895],10,11
0,vaso,xlm-roberta-base,[163895],12,11
0,vela,xlm-roberta-base,"[1518, 11]",10,11
0,vela,xlm-roberta-base,"[1518, 11]",10,11
0,vela,xlm-roberta-base,"[1518, 11]",10,11
0,vela,xlm-roberta-base,"[1518, 11]",11,11
0,vela,xlm-roberta-base,"[1518, 11]",11,11
0,vela,xlm-roberta-base,"[1518, 11]",11,11
0,volumen,xlm-roberta-base,[120046],10,9
0,volumen,xlm-roberta-base,[120046],10,10
0,volumen,xlm-roberta-base,[120046],10,11
0,volumen,xlm-roberta-base,[120046],9,10
0,volumen,xlm-roberta-base,[120046],9,11
0,volumen,xlm-roberta-base,[120046],10,11
0,órgano,xlm-roberta-base,[103633],11,8
0,órgano,xlm-roberta-base,[103633],11,8
0,órgano,xlm-roberta-base,[103633],11,8
0,órgano,xlm-roberta-base,[103633],8,8
0,órgano,xlm-roberta-base,[103633],8,8
0,órgano,xlm-roberta-base,[103633],8,8
0,aceite,albert-tiny-spanish,[3721],7,7
0,aceite,albert-tiny-spanish,[3721],7,7
0,aceite,albert-tiny-spanish,[3721],7,7
0,aceite,albert-tiny-spanish,[3721],7,7
0,aceite,albert-tiny-spanish,[3721],7,7
0,aceite,albert-tiny-spanish,[3721],7,7
0,ala,albert-tiny-spanish,[7918],7,8
0,ala,albert-tiny-spanish,[7918],7,8
0,ala,albert-tiny-spanish,[7918],7,8
0,ala,albert-tiny-spanish,[7918],8,8
0,ala,albert-tiny-spanish,[7918],8,8
0,ala,albert-tiny-spanish,[7918],8,8
0,algodón,albert-tiny-spanish,[9284],8,8
0,algodón,albert-tiny-spanish,[9284],8,8
0,algodón,albert-tiny-spanish,[9284],8,9
0,algodón,albert-tiny-spanish,[9284],8,8
0,algodón,albert-tiny-spanish,[9284],8,9
0,algodón,albert-tiny-spanish,[9284],8,9
0,arte,albert-tiny-spanish,[2097],8,8
0,arte,albert-tiny-spanish,[2097],8,8
0,arte,albert-tiny-spanish,[2097],8,7
0,arte,albert-tiny-spanish,[2097],8,8
0,arte,albert-tiny-spanish,[2097],8,7
0,arte,albert-tiny-spanish,[2097],8,7
0,banco,albert-tiny-spanish,[3173],6,6
0,banco,albert-tiny-spanish,[3173],6,6
0,banco,albert-tiny-spanish,[3173],6,6
0,banco,albert-tiny-spanish,[3173],6,6
0,banco,albert-tiny-spanish,[3173],6,6
0,banco,albert-tiny-spanish,[3173],6,6
0,baño,albert-tiny-spanish,[3435],7,7
0,baño,albert-tiny-spanish,[3435],7,8
0,baño,albert-tiny-spanish,[3435],7,7
0,baño,albert-tiny-spanish,[3435],7,8
0,baño,albert-tiny-spanish,[3435],7,7
0,baño,albert-tiny-spanish,[3435],8,7
0,cadena,albert-tiny-spanish,[4423],7,6
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,6
0,cadena,albert-tiny-spanish,[4423],6,7
0,cadena,albert-tiny-spanish,[4423],6,7
0,cadena,albert-tiny-spanish,[4423],6,7
0,cadena,albert-tiny-spanish,[4423],6,6
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,6
0,cadena,albert-tiny-spanish,[4423],7,7
0,cadena,albert-tiny-spanish,[4423],7,6
0,cadena,albert-tiny-spanish,[4423],7,6
0,caja,albert-tiny-spanish,[3900],8,7
0,caja,albert-tiny-spanish,[3900],8,7
0,caja,albert-tiny-spanish,[3900],8,8
0,caja,albert-tiny-spanish,[3900],8,7
0,caja,albert-tiny-spanish,[3900],8,9
0,caja,albert-tiny-spanish,[3900],7,7
0,caja,albert-tiny-spanish,[3900],7,8
0,caja,albert-tiny-spanish,[3900],7,7
0,caja,albert-tiny-spanish,[3900],7,9
0,caja,albert-tiny-spanish,[3900],7,8
0,caja,albert-tiny-spanish,[3900],7,7
0,caja,albert-tiny-spanish,[3900],7,9
0,caja,albert-tiny-spanish,[3900],8,7
0,caja,albert-tiny-spanish,[3900],8,9
0,caja,albert-tiny-spanish,[3900],7,9
0,calle,albert-tiny-spanish,[1962],7,7
0,calle,albert-tiny-spanish,[1962],7,8
0,calle,albert-tiny-spanish,[1962],7,8
0,calle,albert-tiny-spanish,[1962],7,8
0,calle,albert-tiny-spanish,[1962],7,8
0,calle,albert-tiny-spanish,[1962],8,8
0,campo,albert-tiny-spanish,[2167],6,6
0,campo,albert-tiny-spanish,[2167],6,7
0,campo,albert-tiny-spanish,[2167],6,6
0,campo,albert-tiny-spanish,[2167],6,7
0,campo,albert-tiny-spanish,[2167],6,6
0,campo,albert-tiny-spanish,[2167],7,6
0,canal,albert-tiny-spanish,[3791],7,8
0,canal,albert-tiny-spanish,[3791],7,8
0,canal,albert-tiny-spanish,[3791],7,7
0,canal,albert-tiny-spanish,[3791],7,7
0,canal,albert-tiny-spanish,[3791],7,8
0,canal,albert-tiny-spanish,[3791],8,8
0,canal,albert-tiny-spanish,[3791],8,7
0,canal,albert-tiny-spanish,[3791],8,7
0,canal,albert-tiny-spanish,[3791],8,8
0,canal,albert-tiny-spanish,[3791],8,7
0,canal,albert-tiny-spanish,[3791],8,7
0,canal,albert-tiny-spanish,[3791],8,8
0,canal,albert-tiny-spanish,[3791],7,7
0,canal,albert-tiny-spanish,[3791],7,8
0,canal,albert-tiny-spanish,[3791],7,8
0,capa,albert-tiny-spanish,[953],10,9
0,capa,albert-tiny-spanish,[953],10,8
0,capa,albert-tiny-spanish,[953],10,9
0,capa,albert-tiny-spanish,[953],9,8
0,capa,albert-tiny-spanish,[953],9,9
0,capa,albert-tiny-spanish,[953],8,9
0,capital,albert-tiny-spanish,[1876],7,7
0,capital,albert-tiny-spanish,[1876],7,7
0,capital,albert-tiny-spanish,[1876],7,7
0,capital,albert-tiny-spanish,[1876],7,7
0,capital,albert-tiny-spanish,[1876],7,7
0,capital,albert-tiny-spanish,[1876],7,7
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],6,8
0,carrera,albert-tiny-spanish,[2299],6,7
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],6,8
0,carrera,albert-tiny-spanish,[2299],6,7
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],6,8
0,carrera,albert-tiny-spanish,[2299],6,7
0,carrera,albert-tiny-spanish,[2299],6,6
0,carrera,albert-tiny-spanish,[2299],8,7
0,carrera,albert-tiny-spanish,[2299],8,6
0,carrera,albert-tiny-spanish,[2299],7,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,cartel,albert-tiny-spanish,[7385],6,6
0,casco,albert-tiny-spanish,[8667],7,9
0,casco,albert-tiny-spanish,[8667],7,7
0,casco,albert-tiny-spanish,[8667],7,9
0,casco,albert-tiny-spanish,[8667],9,7
0,casco,albert-tiny-spanish,[8667],9,9
0,casco,albert-tiny-spanish,[8667],7,9
0,caudal,albert-tiny-spanish,[15904],6,7
0,caudal,albert-tiny-spanish,[15904],6,6
0,caudal,albert-tiny-spanish,[15904],6,6
0,caudal,albert-tiny-spanish,[15904],7,6
0,caudal,albert-tiny-spanish,[15904],7,6
0,caudal,albert-tiny-spanish,[15904],6,6
0,cima,albert-tiny-spanish,[12770],9,9
0,cima,albert-tiny-spanish,[12770],9,9
0,cima,albert-tiny-spanish,[12770],9,9
0,cima,albert-tiny-spanish,[12770],9,9
0,cima,albert-tiny-spanish,[12770],9,9
0,cima,albert-tiny-spanish,[12770],9,9
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,6
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,6
0,cinta,albert-tiny-spanish,[6801],7,6
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,6
0,cinta,albert-tiny-spanish,[6801],6,7
0,cinta,albert-tiny-spanish,[6801],6,7
0,cinta,albert-tiny-spanish,[6801],6,6
0,cinta,albert-tiny-spanish,[6801],7,7
0,cinta,albert-tiny-spanish,[6801],7,6
0,cinta,albert-tiny-spanish,[6801],7,6
0,clase,albert-tiny-spanish,[2528],8,8
0,clase,albert-tiny-spanish,[2528],8,9
0,clase,albert-tiny-spanish,[2528],8,8
0,clase,albert-tiny-spanish,[2528],8,9
0,clase,albert-tiny-spanish,[2528],8,8
0,clase,albert-tiny-spanish,[2528],9,8
0,clave,albert-tiny-spanish,[3336],6,7
0,clave,albert-tiny-spanish,[3336],6,6
0,clave,albert-tiny-spanish,[3336],6,7
0,clave,albert-tiny-spanish,[3336],7,6
0,clave,albert-tiny-spanish,[3336],7,7
0,clave,albert-tiny-spanish,[3336],6,7
0,clima,albert-tiny-spanish,[4612],7,6
0,clima,albert-tiny-spanish,[4612],7,6
0,clima,albert-tiny-spanish,[4612],7,7
0,clima,albert-tiny-spanish,[4612],6,6
0,clima,albert-tiny-spanish,[4612],6,7
0,clima,albert-tiny-spanish,[4612],6,7
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,6
0,colonia,albert-tiny-spanish,[7677],6,6
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,6
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,colonia,albert-tiny-spanish,[7677],6,6
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],6,7
0,colonia,albert-tiny-spanish,[7677],7,7
0,columna,albert-tiny-spanish,[7839],7,7
0,columna,albert-tiny-spanish,[7839],7,6
0,columna,albert-tiny-spanish,[7839],7,8
0,columna,albert-tiny-spanish,[7839],7,6
0,columna,albert-tiny-spanish,[7839],7,8
0,columna,albert-tiny-spanish,[7839],6,8
0,compañía,albert-tiny-spanish,[2332],8,7
0,compañía,albert-tiny-spanish,[2332],8,7
0,compañía,albert-tiny-spanish,[2332],8,8
0,compañía,albert-tiny-spanish,[2332],7,7
0,compañía,albert-tiny-spanish,[2332],7,8
0,compañía,albert-tiny-spanish,[2332],7,8
0,compás,albert-tiny-spanish,[29561],8,6
0,compás,albert-tiny-spanish,[29561],8,7
0,compás,albert-tiny-spanish,[29561],8,6
0,compás,albert-tiny-spanish,[29561],6,7
0,compás,albert-tiny-spanish,[29561],6,6
0,compás,albert-tiny-spanish,[29561],7,6
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,8
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,8
0,copa,albert-tiny-spanish,[3976],7,7
0,copa,albert-tiny-spanish,[3976],7,8
0,copa,albert-tiny-spanish,[3976],7,8
0,corazón,albert-tiny-spanish,[2652],6,7
0,corazón,albert-tiny-spanish,[2652],6,6
0,corazón,albert-tiny-spanish,[2652],6,7
0,corazón,albert-tiny-spanish,[2652],7,6
0,corazón,albert-tiny-spanish,[2652],7,7
0,corazón,albert-tiny-spanish,[2652],6,7
0,cordón,albert-tiny-spanish,[17483],9,9
0,cordón,albert-tiny-spanish,[17483],9,10
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],9,10
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],9,8
0,cordón,albert-tiny-spanish,[17483],10,8
0,cordón,albert-tiny-spanish,[17483],10,8
0,cordón,albert-tiny-spanish,[17483],10,8
0,cordón,albert-tiny-spanish,[17483],8,8
0,cordón,albert-tiny-spanish,[17483],8,8
0,cordón,albert-tiny-spanish,[17483],8,8
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,7
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],7,8
0,corte,albert-tiny-spanish,[2871],8,8
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],7,7
0,corteza,albert-tiny-spanish,[18473],7,9
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,7
0,corteza,albert-tiny-spanish,[18473],8,9
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,7
0,corteza,albert-tiny-spanish,[18473],8,9
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,7
0,corteza,albert-tiny-spanish,[18473],8,9
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,corteza,albert-tiny-spanish,[18473],7,9
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],7,8
0,corteza,albert-tiny-spanish,[18473],9,8
0,corteza,albert-tiny-spanish,[18473],9,8
0,corteza,albert-tiny-spanish,[18473],8,8
0,cuadro,albert-tiny-spanish,[5357],10,9
0,cuadro,albert-tiny-spanish,[5357],10,8
0,cuadro,albert-tiny-spanish,[5357],10,9
0,cuadro,albert-tiny-spanish,[5357],10,8
0,cuadro,albert-tiny-spanish,[5357],10,8
0,cuadro,albert-tiny-spanish,[5357],9,8
0,cuadro,albert-tiny-spanish,[5357],9,9
0,cuadro,albert-tiny-spanish,[5357],9,8
0,cuadro,albert-tiny-spanish,[5357],9,8
0,cuadro,albert-tiny-spanish,[5357],8,9
0,cuadro,albert-tiny-spanish,[5357],8,8
0,cuadro,albert-tiny-spanish,[5357],8,8
0,cuadro,albert-tiny-spanish,[5357],9,8
0,cuadro,albert-tiny-spanish,[5357],9,8
0,cuadro,albert-tiny-spanish,[5357],8,8
0,cubo,albert-tiny-spanish,[19161],8,8
0,cubo,albert-tiny-spanish,[19161],8,7
0,cubo,albert-tiny-spanish,[19161],8,8
0,cubo,albert-tiny-spanish,[19161],8,7
0,cubo,albert-tiny-spanish,[19161],8,8
0,cubo,albert-tiny-spanish,[19161],7,8
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,5
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,5
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,5
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],6,5
0,cuerdas,albert-tiny-spanish,[13412],6,6
0,cuerdas,albert-tiny-spanish,[13412],5,6
0,cura,albert-tiny-spanish,[8232],7,6
0,cura,albert-tiny-spanish,[8232],7,6
0,cura,albert-tiny-spanish,[8232],7,6
0,cura,albert-tiny-spanish,[8232],6,6
0,cura,albert-tiny-spanish,[8232],6,6
0,cura,albert-tiny-spanish,[8232],6,6
0,cámara,albert-tiny-spanish,[2967],9,8
0,cámara,albert-tiny-spanish,[2967],9,8
0,cámara,albert-tiny-spanish,[2967],9,8
0,cámara,albert-tiny-spanish,[2967],9,9
0,cámara,albert-tiny-spanish,[2967],9,8
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],8,9
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],8,9
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],8,9
0,cámara,albert-tiny-spanish,[2967],8,8
0,cámara,albert-tiny-spanish,[2967],9,8
0,código,albert-tiny-spanish,[3270],7,7
0,código,albert-tiny-spanish,[3270],7,8
0,código,albert-tiny-spanish,[3270],7,7
0,código,albert-tiny-spanish,[3270],7,8
0,código,albert-tiny-spanish,[3270],7,7
0,código,albert-tiny-spanish,[3270],8,7
0,depresión,albert-tiny-spanish,[9399],9,8
0,depresión,albert-tiny-spanish,[9399],9,8
0,depresión,albert-tiny-spanish,[9399],9,8
0,depresión,albert-tiny-spanish,[9399],8,8
0,depresión,albert-tiny-spanish,[9399],8,8
0,depresión,albert-tiny-spanish,[9399],8,8
0,estado,albert-tiny-spanish,[694],8,8
0,estado,albert-tiny-spanish,[694],8,9
0,estado,albert-tiny-spanish,[694],8,8
0,estado,albert-tiny-spanish,[694],8,9
0,estado,albert-tiny-spanish,[694],8,8
0,estado,albert-tiny-spanish,[694],9,8
0,fibra,albert-tiny-spanish,[7992],6,7
0,fibra,albert-tiny-spanish,[7992],6,7
0,fibra,albert-tiny-spanish,[7992],6,6
0,fibra,albert-tiny-spanish,[7992],6,6
0,fibra,albert-tiny-spanish,[7992],7,7
0,fibra,albert-tiny-spanish,[7992],7,6
0,fibra,albert-tiny-spanish,[7992],7,6
0,fibra,albert-tiny-spanish,[7992],7,6
0,fibra,albert-tiny-spanish,[7992],7,6
0,fibra,albert-tiny-spanish,[7992],6,6
0,firma,albert-tiny-spanish,[4092],9,9
0,firma,albert-tiny-spanish,[4092],9,6
0,firma,albert-tiny-spanish,[4092],9,7
0,firma,albert-tiny-spanish,[4092],9,6
0,firma,albert-tiny-spanish,[4092],9,7
0,firma,albert-tiny-spanish,[4092],6,7
0,fondo,albert-tiny-spanish,[2478],7,7
0,fondo,albert-tiny-spanish,[2478],7,7
0,fondo,albert-tiny-spanish,[2478],7,8
0,fondo,albert-tiny-spanish,[2478],7,7
0,fondo,albert-tiny-spanish,[2478],7,8
0,fondo,albert-tiny-spanish,[2478],7,8
0,fortuna,albert-tiny-spanish,[9984],7,6
0,fortuna,albert-tiny-spanish,[9984],7,7
0,fortuna,albert-tiny-spanish,[9984],7,6
0,fortuna,albert-tiny-spanish,[9984],6,7
0,fortuna,albert-tiny-spanish,[9984],6,6
0,fortuna,albert-tiny-spanish,[9984],7,6
0,frase,albert-tiny-spanish,[5637],7,8
0,frase,albert-tiny-spanish,[5637],7,7
0,frase,albert-tiny-spanish,[5637],7,8
0,frase,albert-tiny-spanish,[5637],8,7
0,frase,albert-tiny-spanish,[5637],8,8
0,frase,albert-tiny-spanish,[5637],7,8
0,frente,albert-tiny-spanish,[1476],6,7
0,frente,albert-tiny-spanish,[1476],6,6
0,frente,albert-tiny-spanish,[1476],6,7
0,frente,albert-tiny-spanish,[1476],7,6
0,frente,albert-tiny-spanish,[1476],7,7
0,frente,albert-tiny-spanish,[1476],6,7
0,función,albert-tiny-spanish,[2623],6,6
0,función,albert-tiny-spanish,[2623],6,6
0,función,albert-tiny-spanish,[2623],6,6
0,función,albert-tiny-spanish,[2623],6,6
0,función,albert-tiny-spanish,[2623],6,6
0,función,albert-tiny-spanish,[2623],6,6
0,gato,albert-tiny-spanish,[7752],8,6
0,gato,albert-tiny-spanish,[7752],8,8
0,gato,albert-tiny-spanish,[7752],8,8
0,gato,albert-tiny-spanish,[7752],6,8
0,gato,albert-tiny-spanish,[7752],6,8
0,gato,albert-tiny-spanish,[7752],8,8
0,guardia,albert-tiny-spanish,[6328],7,7
0,guardia,albert-tiny-spanish,[6328],7,7
0,guardia,albert-tiny-spanish,[6328],7,9
0,guardia,albert-tiny-spanish,[6328],7,7
0,guardia,albert-tiny-spanish,[6328],7,9
0,guardia,albert-tiny-spanish,[6328],7,9
0,guía,albert-tiny-spanish,[4060],6,7
0,guía,albert-tiny-spanish,[4060],6,6
0,guía,albert-tiny-spanish,[4060],6,6
0,guía,albert-tiny-spanish,[4060],7,6
0,guía,albert-tiny-spanish,[4060],7,6
0,guía,albert-tiny-spanish,[4060],6,6
0,hoja,albert-tiny-spanish,[6871],7,7
0,hoja,albert-tiny-spanish,[6871],7,7
0,hoja,albert-tiny-spanish,[6871],7,7
0,hoja,albert-tiny-spanish,[6871],7,7
0,hoja,albert-tiny-spanish,[6871],7,7
0,hoja,albert-tiny-spanish,[6871],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,hábito,albert-tiny-spanish,[15963],7,7
0,lengua,albert-tiny-spanish,[4597],7,7
