Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs
Le gustó la pieza flamenca,Le gustó la pieza abstracta,pieza,False,0.0185510516166687,1,8,8,0
Le gustó la pieza flamenca,Le gustó la pieza contemporánea,pieza,False,0.02867227792739868,1,8,8,0
Le gustó la pieza alterada,Le gustó la pieza añadida,pieza,True,0.0166933536529541,1,7,7,0
Le gustó la pieza alterada,Le gustó la pieza abstracta,pieza,False,0.023528337478637695,1,7,7,0
Le gustó la pieza alterada,Le gustó la pieza contemporánea,pieza,False,0.015404820442199707,1,7,7,0
Le gustó la pieza añadida,Le gustó la pieza abstracta,pieza,False,0.02850210666656494,1,8,8,0
Le gustó la pieza añadida,Le gustó la pieza contemporánea,pieza,False,0.011922836303710938,1,8,8,0
Le gustó la pieza abstracta,Le gustó la pieza contemporánea,pieza,True,0.02940315008163452,1,8,8,0
Era una pista de baile,Era una pista resbalosa,pista,True,0.10766720771789551,1,7,7,0
Era una pista de baile,Era una pista clave,pista,False,0.10531502962112427,1,7,7,0
Era una pista de baile,Era una pista falsa,pista,False,0.12519234418869019,1,7,7,0
Era una pista resbalosa,Era una pista clave,pista,False,0.038990020751953125,1,7,7,0
Era una pista resbalosa,Era una pista falsa,pista,False,0.04488497972488403,1,7,7,0
Era una pista clave,Era una pista falsa,pista,True,0.022687315940856934,1,6,6,0
Estaba en la planta tropical,Estaba en la planta venenosa,planta,True,0.05719035863876343,1,7,7,0
Estaba en la planta tropical,Estaba en la planta baja,planta,False,0.10706537961959839,1,7,7,0
Estaba en la planta tropical,Estaba en la planta superior,planta,False,0.06989753246307373,1,7,7,0
Estaba en la planta tropical,Estaba en la planta del pie,planta,False,0.08996641635894775,1,7,7,0
Estaba en la planta tropical,Estaba en la planta izquierda,planta,False,0.06846648454666138,1,7,7,0
Estaba en la planta venenosa,Estaba en la planta baja,planta,False,0.13086241483688354,1,8,8,0
Estaba en la planta venenosa,Estaba en la planta superior,planta,False,0.09427666664123535,1,8,8,0
Estaba en la planta venenosa,Estaba en la planta del pie,planta,False,0.09009265899658203,1,8,8,0
Estaba en la planta venenosa,Estaba en la planta izquierda,planta,False,0.06688344478607178,1,8,8,0
Estaba en la planta baja,Estaba en la planta superior,planta,True,0.04709690809249878,1,7,7,0
Estaba en la planta baja,Estaba en la planta del pie,planta,False,0.10128027200698853,1,7,7,0
Estaba en la planta baja,Estaba en la planta izquierda,planta,False,0.06088840961456299,1,7,7,0
Estaba en la planta superior,Estaba en la planta del pie,planta,False,0.06754302978515625,1,7,7,0
Estaba en la planta superior,Estaba en la planta izquierda,planta,False,0.03443729877471924,1,7,7,0
Estaba en la planta del pie,Estaba en la planta izquierda,planta,True,0.06247764825820923,1,8,8,0
Tenía una pluma silvestre,Tenía una pluma albina,pluma,True,0.02039504051208496,1,6,6,0
Tenía una pluma silvestre,Tenía una pluma fuente,pluma,False,0.0271376371383667,1,6,6,0
Tenía una pluma silvestre,Tenía una pluma estilográfica,pluma,False,0.03715348243713379,1,6,6,0
Tenía una pluma albina,Tenía una pluma fuente,pluma,False,0.018881022930145264,1,7,7,0
Tenía una pluma albina,Tenía una pluma estilográfica,pluma,False,0.02503490447998047,1,7,7,0
Tenía una pluma fuente,Tenía una pluma estilográfica,pluma,True,0.02088189125061035,1,6,6,0
Estaba en una posición fetal,Estaba en una posición sentada,posición,True,0.04802119731903076,1,8,8,0
Estaba en una posición fetal,Estaba en una posición oportuna,posición,False,0.04117363691329956,1,8,8,0
Estaba en una posición fetal,Estaba en una posición ventajosa,posición,False,0.03739696741104126,1,8,8,0
Estaba en una posición sentada,Estaba en una posición oportuna,posición,False,0.02447688579559326,1,7,7,0
Estaba en una posición sentada,Estaba en una posición ventajosa,posición,False,0.053535521030426025,1,7,7,0
Estaba en una posición oportuna,Estaba en una posición ventajosa,posición,True,0.04758572578430176,1,7,7,0
Era una prima anual,Era una prima costosa,prima,True,0.041716575622558594,1,6,6,0
Era una prima anual,Era una prima hermana,prima,False,0.06274449825286865,1,6,6,0
Era una prima anual,Era una prima atenta,prima,False,0.04432302713394165,1,6,6,0
Era una prima costosa,Era una prima hermana,prima,False,0.06946676969528198,1,7,7,0
Era una prima costosa,Era una prima atenta,prima,False,0.04200011491775513,1,7,7,0
Era una prima hermana,Era una prima atenta,prima,True,0.033791303634643555,1,6,6,0
Tenía una pupila dilatada,Tenía una pupila contraída,pupila,True,0.016260623931884766,1,9,9,0
Tenía una pupila dilatada,Tenía una pupila estudiosa,pupila,False,0.020989179611206055,1,9,9,0
Tenía una pupila dilatada,Tenía una pupila aplicada,pupila,False,0.010369062423706055,1,9,9,0
Tenía una pupila contraída,Tenía una pupila estudiosa,pupila,False,0.016553223133087158,1,9,9,0
Tenía una pupila contraída,Tenía una pupila aplicada,pupila,False,0.010016977787017822,1,9,9,0
Tenía una pupila estudiosa,Tenía una pupila aplicada,pupila,True,0.013181447982788086,1,9,9,0
Era un químico negligente,Era un químico exitoso,químico,True,0.027436435222625732,1,8,8,0
Era un químico negligente,Era un químico orgánico,químico,False,0.05525684356689453,1,8,8,0
Era un químico negligente,Era un químico tóxico,químico,False,0.058818042278289795,1,8,8,0
Era un químico exitoso,Era un químico orgánico,químico,False,0.04378151893615723,1,6,6,0
Era un químico exitoso,Era un químico tóxico,químico,False,0.04920494556427002,1,6,6,0
Era un químico orgánico,Era un químico tóxico,químico,True,0.006477415561676025,1,6,6,0
Era una rama médica,Era una rama competitiva,rama,True,0.030120015144348145,1,6,6,0
Era una rama médica,Era una rama disecada,rama,False,0.030228078365325928,1,6,6,0
Era una rama médica,Era una rama retorcida,rama,False,0.0322842001914978,1,6,6,0
Era una rama competitiva,Era una rama disecada,rama,False,0.030187010765075684,1,6,6,0
Era una rama competitiva,Era una rama retorcida,rama,False,0.03193610906600952,1,6,6,0
Era una rama disecada,Era una rama retorcida,rama,True,0.025556087493896484,1,7,7,0
Dibujó una raya recta,Dibujó una raya precisa,raya,True,0.01063394546508789,1,7,7,0
Dibujó una raya recta,Dibujó una raya marina,raya,False,0.013774871826171875,1,7,7,0
Dibujó una raya recta,Dibujó una raya endémica,raya,False,0.01770859956741333,1,7,7,0
Dibujó una raya precisa,Dibujó una raya marina,raya,False,0.014970362186431885,1,7,7,0
Dibujó una raya precisa,Dibujó una raya endémica,raya,False,0.01697254180908203,1,7,7,0
Dibujó una raya marina,Dibujó una raya endémica,raya,True,0.017787158489227295,1,7,7,0
Era una red cibernética,Era una red privada,red,True,0.024966120719909668,1,7,7,0
Era una red cibernética,Era una red pesquera,red,False,0.06239598989486694,1,7,7,0
Era una red cibernética,Era una red de cuerda,red,False,0.0824938416481018,1,7,7,0
Era una red privada,Era una red pesquera,red,False,0.06837880611419678,1,6,6,0
Era una red privada,Era una red de cuerda,red,False,0.07659804821014404,1,6,6,0
Era una red pesquera,Era una red de cuerda,red,True,0.10404694080352783,1,6,6,0
Fue una redada pesquera,Fue una redada en el río,redada,True,0.048120975494384766,1,6,6,0
Fue una redada pesquera,Fue una redada policiaca,redada,False,0.05033469200134277,1,6,6,0
Fue una redada pesquera,Fue una redada en el barrio,redada,False,0.04660046100616455,1,6,6,0
Fue una redada en el río,Fue una redada policiaca,redada,False,0.06577742099761963,1,8,8,0
Fue una redada en el río,Fue una redada en el barrio,redada,False,0.0075986385345458984,1,8,8,0
Fue una redada policiaca,Fue una redada en el barrio,redada,True,0.06365966796875,1,7,7,0
Se trataba de una resistencia eléctrica,Se trataba de una resistencia de circuito,resistencia,True,0.05542641878128052,1,8,8,0
Se trataba de una resistencia eléctrica,Se trataba de una resistencia política,resistencia,False,0.004251301288604736,1,8,8,0
Se trataba de una resistencia eléctrica,Se trataba de una resistencia militar,resistencia,False,0.06841540336608887,1,8,8,0
Se trataba de una resistencia de circuito,Se trataba de una resistencia política,resistencia,False,0.05363965034484863,1,9,9,0
Se trataba de una resistencia de circuito,Se trataba de una resistencia militar,resistencia,False,0.10683417320251465,1,9,9,0
Se trataba de una resistencia política,Se trataba de una resistencia militar,resistencia,True,0.0729752779006958,1,8,8,0
Era una revista de belleza,Era una revista deportiva,revista,True,0.053258657455444336,1,7,7,0
Era una revista de belleza,Era una revista brillosa,revista,False,0.04989635944366455,1,7,7,0
Era una revista de belleza,Era una revista estrujada,revista,False,0.048940956592559814,1,7,7,0
Era una revista deportiva,Era una revista brillosa,revista,False,0.0346837043762207,1,6,6,0
Era una revista deportiva,Era una revista estrujada,revista,False,0.03153514862060547,1,6,6,0
Era una revista brillosa,Era una revista estrujada,revista,True,0.013459563255310059,1,7,7,0
Era una rosa fragante,Era una rosa frágil,rosa,True,0.021350622177124023,1,7,7,0
Era una rosa fragante,Era un rosa claro,rosa,False,0.04907780885696411,1,7,7,0
Era una rosa fragante,Era un rosa tenue,rosa,False,0.03459370136260986,1,7,7,0
Era una rosa frágil,Era un rosa claro,rosa,False,0.054334282875061035,1,6,6,0
Era una rosa frágil,Era un rosa tenue,rosa,False,0.04594552516937256,1,6,6,0
Era un rosa claro,Era un rosa tenue,rosa,True,0.02988332509994507,1,6,6,0
Él tiene sangre coagulada,Él tiene sangre diluida,sangre,True,0.024661660194396973,1,8,8,0
Él tiene sangre coagulada,Él tiene sangre noble,sangre,False,0.06062722206115723,1,8,8,0
Él tiene sangre coagulada,Él tiene sangre real,sangre,False,0.05482637882232666,1,8,8,0
Él tiene sangre diluida,Él tiene sangre noble,sangre,False,0.047743797302246094,1,7,7,0
Él tiene sangre diluida,Él tiene sangre real,sangre,False,0.04370772838592529,1,7,7,0
Él tiene sangre noble,Él tiene sangre real,sangre,True,0.03777438402175903,1,6,6,0
Era una semilla educativa,Era una semilla cultural,semilla,True,0.012939810752868652,1,6,6,0
Era una semilla educativa,Era una semilla germinada,semilla,False,0.02561432123184204,1,6,6,0
Era una semilla educativa,Era una semilla sembrada,semilla,False,0.02577686309814453,1,6,6,0
Era una semilla cultural,Era una semilla germinada,semilla,False,0.03230708837509155,1,6,6,0
Era una semilla cultural,Era una semilla sembrada,semilla,False,0.03326678276062012,1,6,6,0
Era una semilla germinada,Era una semilla sembrada,semilla,True,0.023571252822875977,1,8,8,0
Estaba en el seno familiar,Estaba en el seno social,seno,True,0.04366272687911987,1,7,7,0
Estaba en el seno familiar,Estaba en el seno izquiero,seno,False,0.039280831813812256,1,7,7,0
Estaba en el seno familiar,Estaba en el seno operado,seno,False,0.037162721157073975,1,7,7,0
Estaba en el seno social,Estaba en el seno izquiero,seno,False,0.062175750732421875,1,7,7,0
Estaba en el seno social,Estaba en el seno operado,seno,False,0.06040811538696289,1,7,7,0
Estaba en el seno izquiero,Estaba en el seno operado,seno,True,0.016360342502593994,1,8,8,0
Se trataba de una serie televisiva,Se trataba de una serie animada,serie,True,0.04812890291213989,1,8,8,0
Se trataba de una serie televisiva,Se trataba de una serie matemática,serie,False,0.08340388536453247,1,8,8,0
Se trataba de una serie televisiva,Se trataba de una serie numérica,serie,False,0.08716243505477905,1,8,8,0
Se trataba de una serie animada,Se trataba de una serie matemática,serie,False,0.04064124822616577,1,8,8,0
Se trataba de una serie animada,Se trataba de una serie numérica,serie,False,0.040248334407806396,1,8,8,0
Se trataba de una serie matemática,Se trataba de una serie numérica,serie,True,0.021721839904785156,1,8,8,0
Era una sierra eléctrica,Era una sierra automática,sierra,True,0.005050599575042725,1,6,6,0
Era una sierra eléctrica,Era una sierra forestada,sierra,False,0.03807705640792847,1,6,6,0
Era una sierra eléctrica,Era una sierra nevada,sierra,False,0.052238643169403076,1,6,6,0
Era una sierra automática,Era una sierra forestada,sierra,False,0.03539353609085083,1,6,6,0
Era una sierra automática,Era una sierra nevada,sierra,False,0.04480898380279541,1,6,6,0
Era una sierra forestada,Era una sierra nevada,sierra,True,0.03556591272354126,1,7,7,0
Era una sirena mitológica,Era una sirena coqueta,sirena,True,0.03392428159713745,1,8,8,0
Era una sirena mitológica,Era una sirena policíaca,sirena,False,0.036613523960113525,1,8,8,0
Era una sirena mitológica,Era una sirena ruidosa,sirena,False,0.05870342254638672,1,8,8,0
Era una sirena coqueta,Era una sirena policíaca,sirena,False,0.030671417713165283,1,7,7,0
Era una sirena coqueta,Era una sirena ruidosa,sirena,False,0.055264055728912354,1,7,7,0
Era una sirena policíaca,Era una sirena ruidosa,sirena,True,0.05204695463180542,1,7,7,0
Era un sostén emocional,Era un sostén incondicional,sostén,True,0.016643762588500977,1,6,6,0
Era un sostén emocional,Era un sostén sedoso,sostén,False,0.04160219430923462,1,6,6,0
Era un sostén emocional,Era un sostén incómodo,sostén,False,0.037774860858917236,1,6,6,0
Era un sostén incondicional,Era un sostén sedoso,sostén,False,0.04413783550262451,1,6,6,0
Era un sostén incondicional,Era un sostén incómodo,sostén,False,0.025536656379699707,1,6,6,0
Era un sostén sedoso,Era un sostén incómodo,sostén,True,0.044230878353118896,1,7,7,0
Él alcanzó su sueño,Él abandonó su sueño,sueño,True,0.0014081001281738281,1,6,6,0
Él alcanzó su sueño,Él moría de sueño,sueño,False,0.16108763217926025,1,6,6,0
Él alcanzó su sueño,Él tenía sueño,sueño,False,0.17054051160812378,1,6,6,0
Él alcanzó su sueño,Él recordó su sueño,sueño,False,0.0021364688873291016,1,6,6,0
Él alcanzó su sueño,Él relató su sueño,sueño,False,0.021672487258911133,1,6,6,0
Él abandonó su sueño,Él moría de sueño,sueño,False,0.15853220224380493,1,6,6,0
Él abandonó su sueño,Él tenía sueño,sueño,False,0.1678922176361084,1,6,6,0
Él abandonó su sueño,Él recordó su sueño,sueño,False,0.002774477005004883,1,6,6,0
Él abandonó su sueño,Él relató su sueño,sueño,False,0.02201545238494873,1,6,6,0
Él moría de sueño,Él tenía sueño,sueño,True,0.15420067310333252,1,6,6,0
Él moría de sueño,Él recordó su sueño,sueño,False,0.15357720851898193,1,6,6,0
Él moría de sueño,Él relató su sueño,sueño,False,0.16576409339904785,1,6,6,0
Él tenía sueño,Él recordó su sueño,sueño,False,0.1603374481201172,1,5,5,0
Él tenía sueño,Él relató su sueño,sueño,False,0.19123220443725586,1,5,5,0
Él recordó su sueño,Él relató su sueño,sueño,True,0.021718621253967285,1,6,6,0
Le gustó la tabla de madera,Le gustó la tabla astillada,tabla,True,0.05297726392745972,1,8,8,0
Le gustó la tabla de madera,Le gustó la tabla de ajedrez,tabla,False,0.03247356414794922,1,8,8,0
Le gustó la tabla de madera,Le gustó la tabla de juego,tabla,False,0.028497934341430664,1,8,8,0
Le gustó la tabla astillada,Le gustó la tabla de ajedrez,tabla,False,0.06368672847747803,1,8,8,0
Le gustó la tabla astillada,Le gustó la tabla de juego,tabla,False,0.05818641185760498,1,8,8,0
Le gustó la tabla de ajedrez,Le gustó la tabla de juego,tabla,True,0.018633663654327393,1,8,8,0
Le gustó el taco mexicano,Le gustó el taco delicioso,taco,True,0.03541445732116699,1,7,7,0
Le gustó el taco mexicano,Le gustó el taco del zapato,taco,False,0.07122957706451416,1,7,7,0
Le gustó el taco mexicano,Le gustó el taco puntiagudo,taco,False,0.03946125507354736,1,7,7,0
Le gustó el taco delicioso,Le gustó el taco del zapato,taco,False,0.06255745887756348,1,7,7,0
Le gustó el taco delicioso,Le gustó el taco puntiagudo,taco,False,0.03465163707733154,1,7,7,0
Le gustó el taco del zapato,Le gustó el taco puntiagudo,taco,True,0.06542360782623291,1,8,8,0
Tocó la tecla del ordenador,Tocó la tecla espaciadora,tecla,True,0.036416590213775635,1,8,8,0
Tocó la tecla del ordenador,Tocó la tecla desafinada,tecla,False,0.03896421194076538,1,8,8,0
Tocó la tecla del ordenador,Tocó la tecla afinada,tecla,False,0.03266102075576782,1,8,8,0
Tocó la tecla espaciadora,Tocó la tecla desafinada,tecla,False,0.01466667652130127,1,9,9,0
Tocó la tecla espaciadora,Tocó la tecla afinada,tecla,False,0.011027812957763672,1,9,9,0
Tocó la tecla desafinada,Tocó la tecla afinada,tecla,True,0.012967705726623535,1,8,8,0
Le gustó el título profesional,Le gustó el título halagador,título,True,0.04454690217971802,1,7,7,0
Le gustó el título profesional,Le gustó el título del poema,título,False,0.08527427911758423,1,7,7,0
Le gustó el título profesional,Le gustó el título del libro,título,False,0.0888667106628418,1,7,7,0
Le gustó el título profesional,Le gustó el título legal,título,False,0.012658655643463135,1,7,7,0
Le gustó el título profesional,Le gustó el título propietario,título,False,0.05232131481170654,1,7,7,0
Le gustó el título halagador,Le gustó el título del poema,título,False,0.09995907545089722,1,8,8,0
Le gustó el título halagador,Le gustó el título del libro,título,False,0.11091303825378418,1,8,8,0
Le gustó el título halagador,Le gustó el título legal,título,False,0.03962373733520508,1,8,8,0
Le gustó el título halagador,Le gustó el título propietario,título,False,0.044760942459106445,1,8,8,0
Le gustó el título del poema,Le gustó el título del libro,título,True,0.003566741943359375,1,8,8,0
Le gustó el título del poema,Le gustó el título legal,título,False,0.09168118238449097,1,8,8,0
Le gustó el título del poema,Le gustó el título propietario,título,False,0.12692922353744507,1,8,8,0
Le gustó el título del libro,Le gustó el título legal,título,False,0.09597718715667725,1,8,8,0
Le gustó el título del libro,Le gustó el título propietario,título,False,0.13641542196273804,1,8,8,0
Le gustó el título legal,Le gustó el título propietario,título,True,0.05966287851333618,1,7,7,0
Se trataba de un vaso antiguo,Se trataba de un vaso cristalino,vaso,True,0.028541922569274902,1,8,8,0
Se trataba de un vaso antiguo,Se trataba de un vaso sanguíneo,vaso,False,0.034026920795440674,1,8,8,0
Se trataba de un vaso antiguo,Se trataba de un vaso obstruido,vaso,False,0.027954280376434326,1,8,8,0
Se trataba de un vaso cristalino,Se trataba de un vaso sanguíneo,vaso,False,0.03405177593231201,1,9,9,0
Se trataba de un vaso cristalino,Se trataba de un vaso obstruido,vaso,False,0.02562856674194336,1,9,9,0
Se trataba de un vaso sanguíneo,Se trataba de un vaso obstruido,vaso,True,0.02304995059967041,1,8,8,0
Ella vio la vela del barco,Ella vio la vela de lona,vela,True,0.06883740425109863,1,8,8,0
Ella vio la vela del barco,Ella vio la vela de cera,vela,False,0.06860977411270142,1,8,8,0
Ella vio la vela del barco,Ella vio la vela derretida,vela,False,0.09016501903533936,1,8,8,0
Ella vio la vela de lona,Ella vio la vela de cera,vela,False,0.007251381874084473,1,9,9,0
Ella vio la vela de lona,Ella vio la vela derretida,vela,False,0.05033749341964722,1,9,9,0
Ella vio la vela de cera,Ella vio la vela derretida,vela,True,0.04712957143783569,1,8,8,0
Aumentó el volumen de la corriente,Aumentó el volumen del agua,volumen,True,0.031210601329803467,1,8,8,0
Aumentó el volumen de la corriente,Aumentó el volumen de la voz,volumen,False,0.05337613821029663,1,8,8,0
Aumentó el volumen de la corriente,Aumentó el volumen de la bocina,volumen,False,0.011134147644042969,1,8,8,0
Aumentó el volumen del agua,Aumentó el volumen de la voz,volumen,False,0.07941734790802002,1,7,7,0
Aumentó el volumen del agua,Aumentó el volumen de la bocina,volumen,False,0.030510783195495605,1,7,7,0
Aumentó el volumen de la voz,Aumentó el volumen de la bocina,volumen,True,0.044111013412475586,1,8,8,0
Tenía un órgano eclesiástico,Tenía un órgano ceremonial,órgano,True,0.059507131576538086,1,7,7,0
Tenía un órgano eclesiástico,Tenía un órgano herido,órgano,False,0.06043446063995361,1,7,7,0
Tenía un órgano eclesiástico,Tenía un órgano operado,órgano,False,0.04551643133163452,1,7,7,0
Tenía un órgano ceremonial,Tenía un órgano herido,órgano,False,0.04059356451034546,1,7,7,0
Tenía un órgano ceremonial,Tenía un órgano operado,órgano,False,0.03120666742324829,1,7,7,0
Tenía un órgano herido,Tenía un órgano operado,órgano,True,0.014352500438690186,1,6,6,0
Compró el aceite de oliva,Compró el aceite de cocina,aceite,True,0.08560717105865479,2,7,7,0
Compró el aceite de oliva,Compró el aceite de motor,aceite,False,0.09725171327590942,2,7,7,0
Compró el aceite de oliva,Compró el aceite de carro,aceite,False,0.11409956216812134,2,7,7,0
Compró el aceite de cocina,Compró el aceite de motor,aceite,False,0.04889881610870361,2,7,7,0
Compró el aceite de cocina,Compró el aceite de carro,aceite,False,0.02589017152786255,2,7,7,0
Compró el aceite de motor,Compró el aceite de carro,aceite,True,0.040908992290496826,2,7,7,0
Le gustó el ala sureste,Le gustó el ala remodelada,ala,True,0.08426940441131592,2,7,7,0
Le gustó el ala sureste,Le gustó el ala plumosa,ala,False,0.09238159656524658,2,7,7,0
Le gustó el ala sureste,Le gustó el ala de águila,ala,False,0.12187737226486206,2,7,7,0
Le gustó el ala remodelada,Le gustó el ala plumosa,ala,False,0.07078027725219727,2,8,8,0
Le gustó el ala remodelada,Le gustó el ala de águila,ala,False,0.08976966142654419,2,8,8,0
Le gustó el ala plumosa,Le gustó el ala de águila,ala,True,0.11625295877456665,2,8,8,0
Evaluó el algodón cultivado,Evaluó el algodón sembrado,algodón,True,0.03201931715011597,2,8,8,0
Evaluó el algodón cultivado,Evaluó el algodón endulzado,algodón,False,0.08462929725646973,2,8,8,0
Evaluó el algodón cultivado,Evaluó el algodón caramelizado,algodón,False,0.07241833209991455,2,8,8,0
Evaluó el algodón sembrado,Evaluó el algodón endulzado,algodón,False,0.06355142593383789,2,8,8,0
Evaluó el algodón sembrado,Evaluó el algodón caramelizado,algodón,False,0.05890941619873047,2,8,8,0
Evaluó el algodón endulzado,Evaluó el algodón caramelizado,algodón,True,0.03304678201675415,2,9,9,0
Se trataba del arte de mentir,Se trataba del arte de guerra,arte,True,0.08939939737319946,2,8,8,0
Se trataba del arte de mentir,Se trataba del arte renacentista,arte,False,0.19204795360565186,2,8,8,0
Se trataba del arte de mentir,Se trataba del arte abstracto,arte,False,0.19460910558700562,2,8,8,0
Se trataba del arte de guerra,Se trataba del arte renacentista,arte,False,0.14981240034103394,2,8,8,0
Se trataba del arte de guerra,Se trataba del arte abstracto,arte,False,0.14554321765899658,2,8,8,0
Se trataba del arte renacentista,Se trataba del arte abstracto,arte,True,0.05038106441497803,2,7,7,0
Era un banco financiero,Era un banco exitoso,banco,True,0.08992922306060791,2,6,6,0
Era un banco financiero,Era un banco plástico,banco,False,0.11465579271316528,2,6,6,0
Era un banco financiero,Era un banco cómodo,banco,False,0.10223782062530518,2,6,6,0
Era un banco exitoso,Era un banco plástico,banco,False,0.019285619258880615,2,6,6,0
Era un banco exitoso,Era un banco cómodo,banco,False,0.01731187105178833,2,6,6,0
Era un banco plástico,Era un banco cómodo,banco,True,0.0036278963088989258,2,6,6,0
Disfrutó el baño caliente,Disfrutó el baño frío,baño,True,0.1339293122291565,2,7,7,0
Disfrutó el baño caliente,Disfrutó el baño remodelado,baño,False,0.11434024572372437,2,7,7,0
Disfrutó el baño caliente,Disfrutó el baño privado,baño,False,0.11477595567703247,2,7,7,0
Disfrutó el baño frío,Disfrutó el baño remodelado,baño,False,0.16775959730148315,2,7,7,0
Disfrutó el baño frío,Disfrutó el baño privado,baño,False,0.1671367883682251,2,7,7,0
Disfrutó el baño remodelado,Disfrutó el baño privado,baño,True,0.16204220056533813,2,8,8,0
Era una cadena de oro,Era una cadena elegante,cadena,True,0.09949123859405518,2,7,7,0
Era una cadena de oro,Era una cadena de hierro,cadena,False,0.034640371799468994,2,7,7,0
Era una cadena de oro,Era una cadena de reo,cadena,False,0.05723154544830322,2,7,7,0
Era una cadena de oro,Era una cadena de radio,cadena,False,0.11748272180557251,2,7,7,0
Era una cadena de oro,Era una cadena televisiva,cadena,False,0.20918411016464233,2,7,7,0
Era una cadena elegante,Era una cadena de hierro,cadena,False,0.12160223722457886,2,6,6,0
Era una cadena elegante,Era una cadena de reo,cadena,False,0.1023944616317749,2,6,6,0
Era una cadena elegante,Era una cadena de radio,cadena,False,0.16626471281051636,2,6,6,0
Era una cadena elegante,Era una cadena televisiva,cadena,False,0.2019343376159668,2,6,6,0
Era una cadena de hierro,Era una cadena de reo,cadena,True,0.0668606162071228,2,7,7,0
Era una cadena de hierro,Era una cadena de radio,cadena,False,0.1364516019821167,2,7,7,0
Era una cadena de hierro,Era una cadena televisiva,cadena,False,0.2488386631011963,2,7,7,0
Era una cadena de reo,Era una cadena de radio,cadena,False,0.07917410135269165,2,8,8,0
Era una cadena de reo,Era una cadena televisiva,cadena,False,0.1633824110031128,2,8,8,0
Era una cadena de radio,Era una cadena televisiva,cadena,True,0.07912886142730713,2,7,7,0
Ella vio la caja registradora,Ella vio la caja bancaria,caja,True,0.08002424240112305,2,8,8,0
Ella vio la caja registradora,Ella vio la caja fuerte,caja,False,0.12468063831329346,2,8,8,0
Ella vio la caja registradora,Ella vio la caja sellada,caja,False,0.11629927158355713,2,8,8,0
Ella vio la caja registradora,Ella vio la caja acústica,caja,False,0.14900046586990356,2,8,8,0
Ella vio la caja registradora,Ella vio la caja percusiva,caja,False,0.1291290521621704,2,8,8,0
Ella vio la caja bancaria,Ella vio la caja fuerte,caja,False,0.1261303424835205,2,7,7,0
Ella vio la caja bancaria,Ella vio la caja sellada,caja,False,0.08770400285720825,2,7,7,0
Ella vio la caja bancaria,Ella vio la caja acústica,caja,False,0.10382664203643799,2,7,7,0
Ella vio la caja bancaria,Ella vio la caja percusiva,caja,False,0.10865074396133423,2,7,7,0
Ella vio la caja fuerte,Ella vio la caja sellada,caja,True,0.09808361530303955,2,7,7,0
Ella vio la caja fuerte,Ella vio la caja acústica,caja,False,0.13607245683670044,2,7,7,0
Ella vio la caja fuerte,Ella vio la caja percusiva,caja,False,0.14771753549575806,2,7,7,0
Ella vio la caja sellada,Ella vio la caja acústica,caja,False,0.04063296318054199,2,8,8,0
Ella vio la caja sellada,Ella vio la caja percusiva,caja,False,0.06274092197418213,2,8,8,0
Ella vio la caja acústica,Ella vio la caja percusiva,caja,True,0.08556830883026123,2,7,7,0
Condujo en la calle principal,Condujo en la calle marginal,calle,True,0.04483884572982788,2,7,7,0
Condujo en la calle principal,Condujo en la calle asfaltada,calle,False,0.05669856071472168,2,7,7,0
Condujo en la calle principal,Condujo en la calle resbalosa,calle,False,0.06382685899734497,2,7,7,0
Condujo en la calle marginal,Condujo en la calle asfaltada,calle,False,0.04583430290222168,2,7,7,0
Condujo en la calle marginal,Condujo en la calle resbalosa,calle,False,0.04008716344833374,2,7,7,0
Condujo en la calle asfaltada,Condujo en la calle resbalosa,calle,True,0.031028330326080322,2,8,8,0
Era un campo competitivo,Era un campo biológico,campo,True,0.04673832654953003,2,6,6,0
Era un campo competitivo,Era un campo cultivado,campo,False,0.09398740530014038,2,6,6,0
Era un campo competitivo,Era un campo abandonado,campo,False,0.09814059734344482,2,6,6,0
Era un campo biológico,Era un campo cultivado,campo,False,0.08114808797836304,2,6,6,0
Era un campo biológico,Era un campo abandonado,campo,False,0.041332364082336426,2,6,6,0
Era un campo cultivado,Era un campo abandonado,campo,True,0.06566411256790161,2,7,7,0
Estaba en el canal televisivo,Estaba en el canal de comedia,canal,True,0.0641012191772461,2,7,7,0
Estaba en el canal televisivo,Estaba en el canal navegable,canal,False,0.23220568895339966,2,7,7,0
Estaba en el canal televisivo,Estaba en el canal marítimo,canal,False,0.11419254541397095,2,7,7,0
Estaba en el canal televisivo,Estaba en el canal cervical,canal,False,0.14917480945587158,2,7,7,0
Estaba en el canal televisivo,Estaba en el canal uterino,canal,False,0.196477472782135,2,7,7,0
Estaba en el canal de comedia,Estaba en el canal navegable,canal,False,0.21922463178634644,2,8,8,0
Estaba en el canal de comedia,Estaba en el canal marítimo,canal,False,0.12349718809127808,2,8,8,0
Estaba en el canal de comedia,Estaba en el canal cervical,canal,False,0.14691054821014404,2,8,8,0
Estaba en el canal de comedia,Estaba en el canal uterino,canal,False,0.18006527423858643,2,8,8,0
Estaba en el canal navegable,Estaba en el canal marítimo,canal,True,0.10886216163635254,2,8,8,0
Estaba en el canal navegable,Estaba en el canal cervical,canal,False,0.09220337867736816,2,8,8,0
